lesson_id,level,course,module_number,module_title,lesson_number,lesson_title,skill,worksheet_docx,worksheet_pdf,answer_key,audio_file
A2-M04-L01,A2,A2 Everyday English,4,"Health, Weather and Plans",1,"Health, Weather and Plans: Grammar Lesson 1",grammar,worksheets/a2-m04-l01-health-weather-and-plans-grammar-lesson-1.docx,worksheets/a2-m04-l01-health-weather-and-plans-grammar-lesson-1.pdf,answer_keys/a2-m04-l01-health-weather-and-plans-grammar-lesson-1-answer-key.pdf,audio/a2-m04-l01-listening.mp3
A2-M04-L02,A2,A2 Everyday English,4,"Health, Weather and Plans",2,"Health, Weather and Plans: Vocabulary Lesson 2",vocabulary,worksheets/a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.docx,worksheets/a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2.pdf,answer_keys/a2-m04-l02-health-weather-and-plans-vocabulary-lesson-2-answer-key.pdf,audio/a2-m04-l02-listening.mp3
A2-M04-L03,A2,A2 Everyday English,4,"Health, Weather and Plans",3,"Health, Weather and Plans: Reading Lesson 3",reading,worksheets/a2-m04-l03-health-weather-and-plans-reading-lesson-3.docx,worksheets/a2-m04-l03-health-weather-and-plans-reading-lesson-3.pdf,answer_keys/a2-m04-l03-health-weather-and-plans-reading-lesson-3-answer-key.pdf,audio/a2-m04-l03-listening.mp3
A2-M04-L04,A2,A2 Everyday English,4,"Health, Weather and Plans",4,"Health, Weather and Plans: Listening Lesson 4",listening,worksheets/a2-m04-l04-health-weather-and-plans-listening-lesson-4.docx,worksheets/a2-m04-l04-health-weather-and-plans-listening-lesson-4.pdf,answer_keys/a2-m04-l04-health-weather-and-plans-listening-lesson-4-answer-key.pdf,audio/a2-m04-l04-listening.mp3
A2-M04-L05,A2,A2 Everyday English,4,"Health, Weather and Plans",5,"Health, Weather and Plans: Speaking Lesson 5",speaking,worksheets/a2-m04-l05-health-weather-and-plans-speaking-lesson-5.docx,worksheets/a2-m04-l05-health-weather-and-plans-speaking-lesson-5.pdf,answer_keys/a2-m04-l05-health-weather-and-plans-speaking-lesson-5-answer-key.pdf,audio/a2-m04-l05-listening.mp3
A2-M04-L06,A2,A2 Everyday English,4,"Health, Weather and Plans",6,"Health, Weather and Plans: Writing Lesson 6",writing,worksheets/a2-m04-l06-health-weather-and-plans-writing-lesson-6.docx,worksheets/a2-m04-l06-health-weather-and-plans-writing-lesson-6.pdf,answer_keys/a2-m04-l06-health-weather-and-plans-writing-lesson-6-answer-key.pdf,audio/a2-m04-l06-listening.mp3
A2-M05-L01,A2,A2 Everyday English,5,"Work, Study and Everyday Writing",1,"Work, Study and Everyday Writing: Grammar Lesson 1",grammar,worksheets/a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.docx,worksheets/a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1.pdf,answer_keys/a2-m05-l01-work-study-and-everyday-writing-grammar-lesson-1-answer-key.pdf,audio/a2-m05-l01-listening.mp3
A2-M05-L02,A2,A2 Everyday English,5,"Work, Study and Everyday Writing",2,"Work, Study and Everyday Writing: Vocabulary Lesson 2",vocabulary,worksheets/a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.docx,worksheets/a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2.pdf,answer_keys/a2-m05-l02-work-study-and-everyday-writing-vocabulary-lesson-2-answer-key.pdf,audio/a2-m05-l02-listening.mp3
A2-M05-L03,A2,A2 Everyday English,5,"Work, Study and Everyday Writing",3,"Work, Study and Everyday Writing: Reading Lesson 3",reading,worksheets/a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.docx,worksheets/a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3.pdf,answer_keys/a2-m05-l03-work-study-and-everyday-writing-reading-lesson-3-answer-key.pdf,audio/a2-m05-l03-listening.mp3
A2-M05-L04,A2,A2 Everyday English,5,"Work, Study and Everyday Writing",4,"Work, Study and Everyday Writing: Listening Lesson 4",listening,worksheets/a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.docx,worksheets/a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4.pdf,answer_keys/a2-m05-l04-work-study-and-everyday-writing-listening-lesson-4-answer-key.pdf,audio/a2-m05-l04-listening.mp3
A2-M05-L05,A2,A2 Everyday English,5,"Work, Study and Everyday Writing",5,"Work, Study and Everyday Writing: Speaking Lesson 5",speaking,worksheets/a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.docx,worksheets/a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5.pdf,answer_keys/a2-m05-l05-work-study-and-everyday-writing-speaking-lesson-5-answer-key.pdf,audio/a2-m05-l05-listening.mp3
A2-M05-L06,A2,A2 Everyday English,5,"Work, Study and Everyday Writing",6,"Work, Study and Everyday Writing: Writing Lesson 6",writing,worksheets/a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.docx,worksheets/a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6.pdf,answer_keys/a2-m05-l06-work-study-and-everyday-writing-writing-lesson-6-answer-key.pdf,audio/a2-m05-l06-listening.mp3
A2-M06-L01,A2,A2 Everyday English,6,"A2 Review, Fluency and Functional Tasks",1,"A2 Review, Fluency and Functional Tasks: Grammar Lesson 1",grammar,worksheets/a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.docx,worksheets/a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1.pdf,answer_keys/a2-m06-l01-a2-review-fluency-and-functional-tasks-grammar-lesson-1-answer-key.pdf,audio/a2-m06-l01-listening.mp3
A2-M06-L02,A2,A2 Everyday English,6,"A2 Review, Fluency and Functional Tasks",2,"A2 Review, Fluency and Functional Tasks: Vocabulary Lesson 2",vocabulary,worksheets/a2-m06-l02-a2-review-fluency-and-functional-tasks-vocabulary-lesson-2.docx,worksheets/a2-m06-l02-a2-review-fluency-and-functional-tasks-vocabulary-lesson-2.pdf,answer_keys/a2-m06-l02-a2-review-fluency-and-functional-tasks-vocabulary-lesson-2-answer-key.pdf,audio/a2-m06-l02-listening.mp3
A2-M06-L03,A2,A2 Everyday English,6,"A2 Review, Fluency and Functional Tasks",3,"A2 Review, Fluency and Functional Tasks: Reading Lesson 3",reading,worksheets/a2-m06-l03-a2-review-fluency-and-functional-tasks-reading-lesson-3.docx,worksheets/a2-m06-l03-a2-review-fluency-and-functional-tasks-reading-lesson-3.pdf,answer_keys/a2-m06-l03-a2-review-fluency-and-functional-tasks-reading-lesson-3-answer-key.pdf,audio/a2-m06-l03-listening.mp3
A2-M06-L04,A2,A2 Everyday English,6,"A2 Review, Fluency and Functional Tasks",4,"A2 Review, Fluency and Functional Tasks: Listening Lesson 4",listening,worksheets/a2-m06-l04-a2-review-fluency-and-functional-tasks-listening-lesson-4.docx,worksheets/a2-m06-l04-a2-review-fluency-and-functional-tasks-listening-lesson-4.pdf,answer_keys/a2-m06-l04-a2-review-fluency-and-functional-tasks-listening-lesson-4-answer-key.pdf,audio/a2-m06-l04-listening.mp3
A2-M06-L05,A2,A2 Everyday English,6,"A2 Review, Fluency and Functional Tasks",5,"A2 Review, Fluency and Functional Tasks: Speaking Lesson 5",speaking,worksheets/a2-m06-l05-a2-review-fluency-and-functional-tasks-speaking-lesson-5.docx,worksheets/a2-m06-l05-a2-review-fluency-and-functional-tasks-speaking-lesson-5.pdf,answer_keys/a2-m06-l05-a2-review-fluency-and-functional-tasks-speaking-lesson-5-answer-key.pdf,audio/a2-m06-l05-listening.mp3
A2-M06-L06,A2,A2 Everyday English,6,"A2 Review, Fluency and Functional Tasks",6,"A2 Review, Fluency and Functional Tasks: Writing Lesson 6",writing,worksheets/a2-m06-l06-a2-review-fluency-and-functional-tasks-writing-lesson-6.docx,worksheets/a2-m06-l06-a2-review-fluency-and-functional-tasks-writing-lesson-6.pdf,answer_keys/a2-m06-l06-a2-review-fluency-and-functional-tasks-writing-lesson-6-answer-key.pdf,audio/a2-m06-l06-listening.mp3
B1-M01-L01,B1,B1 Independent English,1,Independent Communication and Opinions,1,Independent Communication and Opinions: Grammar Lesson 1,grammar,worksheets/b1-m01-l01-independent-communication-and-opinions-grammar-lesson-1.docx,worksheets/b1-m01-l01-independent-communication-and-opinions-grammar-lesson-1.pdf,answer_keys/b1-m01-l01-independent-communication-and-opinions-grammar-lesson-1-answer-key.pdf,audio/b1-m01-l01-listening.mp3
B1-M01-L02,B1,B1 Independent English,1,Independent Communication and Opinions,2,Independent Communication and Opinions: Vocabulary Lesson 2,vocabulary,worksheets/b1-m01-l02-independent-communication-and-opinions-vocabulary-lesson-2.docx,worksheets/b1-m01-l02-independent-communication-and-opinions-vocabulary-lesson-2.pdf,answer_keys/b1-m01-l02-independent-communication-and-opinions-vocabulary-lesson-2-answer-key.pdf,audio/b1-m01-l02-listening.mp3
B1-M01-L03,B1,B1 Independent English,1,Independent Communication and Opinions,3,Independent Communication and Opinions: Reading Lesson 3,reading,worksheets/b1-m01-l03-independent-communication-and-opinions-reading-lesson-3.docx,worksheets/b1-m01-l03-independent-communication-and-opinions-reading-lesson-3.pdf,answer_keys/b1-m01-l03-independent-communication-and-opinions-reading-lesson-3-answer-key.pdf,audio/b1-m01-l03-listening.mp3
B1-M01-L04,B1,B1 Independent English,1,Independent Communication and Opinions,4,Independent Communication and Opinions: Listening Lesson 4,listening,worksheets/b1-m01-l04-independent-communication-and-opinions-listening-lesson-4.docx,worksheets/b1-m01-l04-independent-communication-and-opinions-listening-lesson-4.pdf,answer_keys/b1-m01-l04-independent-communication-and-opinions-listening-lesson-4-answer-key.pdf,audio/b1-m01-l04-listening.mp3
B1-M01-L05,B1,B1 Independent English,1,Independent Communication and Opinions,5,Independent Communication and Opinions: Speaking Lesson 5,speaking,worksheets/b1-m01-l05-independent-communication-and-opinions-speaking-lesson-5.docx,worksheets/b1-m01-l05-independent-communication-and-opinions-speaking-lesson-5.pdf,answer_keys/b1-m01-l05-independent-communication-and-opinions-speaking-lesson-5-answer-key.pdf,audio/b1-m01-l05-listening.mp3
B1-M01-L06,B1,B1 Independent English,1,Independent Communication and Opinions,6,Independent Communication and Opinions: Writing Lesson 6,writing,worksheets/b1-m01-l06-independent-communication-and-opinions-writing-lesson-6.docx,worksheets/b1-m01-l06-independent-communication-and-opinions-writing-lesson-6.pdf,answer_keys/b1-m01-l06-independent-communication-and-opinions-writing-lesson-6-answer-key.pdf,audio/b1-m01-l06-listening.mp3
B1-M02-L01,B1,B1 Independent English,2,"Work, Study and Digital Life",1,"Work, Study and Digital Life: Grammar Lesson 1",grammar,worksheets/b1-m02-l01-work-study-and-digital-life-grammar-lesson-1.docx,worksheets/b1-m02-l01-work-study-and-digital-life-grammar-lesson-1.pdf,answer_keys/b1-m02-l01-work-study-and-digital-life-grammar-lesson-1-answer-key.pdf,audio/b1-m02-l01-listening.mp3
B1-M02-L02,B1,B1 Independent English,2,"Work, Study and Digital Life",2,"Work, Study and Digital Life: Vocabulary Lesson 2",vocabulary,worksheets/b1-m02-l02-work-study-and-digital-life-vocabulary-lesson-2.docx,worksheets/b1-m02-l02-work-study-and-digital-life-vocabulary-lesson-2.pdf,answer_keys/b1-m02-l02-work-study-and-digital-life-vocabulary-lesson-2-answer-key.pdf,audio/b1-m02-l02-listening.mp3
B1-M02-L03,B1,B1 Independent English,2,"Work, Study and Digital Life",3,"Work, Study and Digital Life: Reading Lesson 3",reading,worksheets/b1-m02-l03-work-study-and-digital-life-reading-lesson-3.docx,worksheets/b1-m02-l03-work-study-and-digital-life-reading-lesson-3.pdf,answer_keys/b1-m02-l03-work-study-and-digital-life-reading-lesson-3-answer-key.pdf,audio/b1-m02-l03-listening.mp3
B1-M02-L04,B1,B1 Independent English,2,"Work, Study and Digital Life",4,"Work, Study and Digital Life: Listening Lesson 4",listening,worksheets/b1-m02-l04-work-study-and-digital-life-listening-lesson-4.docx,worksheets/b1-m02-l04-work-study-and-digital-life-listening-lesson-4.pdf,answer_keys/b1-m02-l04-work-study-and-digital-life-listening-lesson-4-answer-key.pdf,audio/b1-m02-l04-listening.mp3
B1-M02-L05,B1,B1 Independent English,2,"Work, Study and Digital Life",5,"Work, Study and Digital Life: Speaking Lesson 5",speaking,worksheets/b1-m02-l05-work-study-and-digital-life-speaking-lesson-5.docx,worksheets/b1-m02-l05-work-study-and-digital-life-speaking-lesson-5.pdf,answer_keys/b1-m02-l05-work-study-and-digital-life-speaking-lesson-5-answer-key.pdf,audio/b1-m02-l05-listening.mp3
B1-M02-L06,B1,B1 Independent English,2,"Work, Study and Digital Life",6,"Work, Study and Digital Life: Writing Lesson 6",writing,worksheets/b1-m02-l06-work-study-and-digital-life-writing-lesson-6.docx,worksheets/b1-m02-l06-work-study-and-digital-life-writing-lesson-6.pdf,answer_keys/b1-m02-l06-work-study-and-digital-life-writing-lesson-6-answer-key.pdf,audio/b1-m02-l06-listening.mp3
B1-M03-L01,B1,B1 Independent English,3,"Travel, Culture and Narratives",1,"Travel, Culture and Narratives: Grammar Lesson 1",grammar,worksheets/b1-m03-l01-travel-culture-and-narratives-grammar-lesson-1.docx,worksheets/b1-m03-l01-travel-culture-and-narratives-grammar-lesson-1.pdf,answer_keys/b1-m03-l01-travel-culture-and-narratives-grammar-lesson-1-answer-key.pdf,audio/b1-m03-l01-listening.mp3
B1-M03-L02,B1,B1 Independent English,3,"Travel, Culture and Narratives",2,"Travel, Culture and Narratives: Vocabulary Lesson 2",vocabulary,worksheets/b1-m03-l02-travel-culture-and-narratives-vocabulary-lesson-2.docx,worksheets/b1-m03-l02-travel-culture-and-narratives-vocabulary-lesson-2.pdf,answer_keys/b1-m03-l02-travel-culture-and-narratives-vocabulary-lesson-2-answer-key.pdf,audio/b1-m03-l02-listening.mp3
B1-M03-L03,B1,B1 Independent English,3,"Travel, Culture and Narratives",3,"Travel, Culture and Narratives: Reading Lesson 3",reading,worksheets/b1-m03-l03-travel-culture-and-narratives-reading-lesson-3.docx,worksheets/b1-m03-l03-travel-culture-and-narratives-reading-lesson-3.pdf,answer_keys/b1-m03-l03-travel-culture-and-narratives-reading-lesson-3-answer-key.pdf,audio/b1-m03-l03-listening.mp3
B1-M03-L04,B1,B1 Independent English,3,"Travel, Culture and Narratives",4,"Travel, Culture and Narratives: Listening Lesson 4",listening,worksheets/b1-m03-l04-travel-culture-and-narratives-listening-lesson-4.docx,worksheets/b1-m03-l04-travel-culture-and-narratives-listening-lesson-4.pdf,answer_keys/b1-m03-l04-travel-culture-and-narratives-listening-lesson-4-answer-key.pdf,audio/b1-m03-l04-listening.mp3
B1-M03-L05,B1,B1 Independent English,3,"Travel, Culture and Narratives",5,"Travel, Culture and Narratives: Speaking Lesson 5",speaking,worksheets/b1-m03-l05-travel-culture-and-narratives-speaking-lesson-5.docx,worksheets/b1-m03-l05-travel-culture-and-narratives-speaking-lesson-5.pdf,answer_keys/b1-m03-l05-travel-culture-and-narratives-speaking-lesson-5-answer-key.pdf,audio/b1-m03-l05-listening.mp3
B1-M03-L06,B1,B1 Independent English,3,"Travel, Culture and Narratives",6,"Travel, Culture and Narratives: Writing Lesson 6",writing,worksheets/b1-m03-l06-travel-culture-and-narratives-writing-lesson-6.docx,worksheets/b1-m03-l06-travel-culture-and-narratives-writing-lesson-6.pdf,answer_keys/b1-m03-l06-travel-culture-and-narratives-writing-lesson-6-answer-key.pdf,audio/b1-m03-l06-listening.mp3
B1-M04-L01,B1,B1 Independent English,4,"Problems, Advice and Decisions",1,"Problems, Advice and Decisions: Grammar Lesson 1",grammar,worksheets/b1-m04-l01-problems-advice-and-decisions-grammar-lesson-1.docx,worksheets/b1-m04-l01-problems-advice-and-decisions-grammar-lesson-1.pdf,answer_keys/b1-m04-l01-problems-advice-and-decisions-grammar-lesson-1-answer-key.pdf,audio/b1-m04-l01-listening.mp3
B1-M04-L02,B1,B1 Independent English,4,"Problems, Advice and Decisions",2,"Problems, Advice and Decisions: Vocabulary Lesson 2",vocabulary,worksheets/b1-m04-l02-problems-advice-and-decisions-vocabulary-lesson-2.docx,worksheets/b1-m04-l02-problems-advice-and-decisions-vocabulary-lesson-2.pdf,answer_keys/b1-m04-l02-problems-advice-and-decisions-vocabulary-lesson-2-answer-key.pdf,audio/b1-m04-l02-listening.mp3
B1-M04-L03,B1,B1 Independent English,4,"Problems, Advice and Decisions",3,"Problems, Advice and Decisions: Reading Lesson 3",reading,worksheets/b1-m04-l03-problems-advice-and-decisions-reading-lesson-3.docx,worksheets/b1-m04-l03-problems-advice-and-decisions-reading-lesson-3.pdf,answer_keys/b1-m04-l03-problems-advice-and-decisions-reading-lesson-3-answer-key.pdf,audio/b1-m04-l03-listening.mp3
B1-M04-L04,B1,B1 Independent English,4,"Problems, Advice and Decisions",4,"Problems, Advice and Decisions: Listening Lesson 4",listening,worksheets/b1-m04-l04-problems-advice-and-decisions-listening-lesson-4.docx,worksheets/b1-m04-l04-problems-advice-and-decisions-listening-lesson-4.pdf,answer_keys/b1-m04-l04-problems-advice-and-decisions-listening-lesson-4-answer-key.pdf,audio/b1-m04-l04-listening.mp3
B1-M04-L05,B1,B1 Independent English,4,"Problems, Advice and Decisions",5,"Problems, Advice and Decisions: Speaking Lesson 5",speaking,worksheets/b1-m04-l05-problems-advice-and-decisions-speaking-lesson-5.docx,worksheets/b1-m04-l05-problems-advice-and-decisions-speaking-lesson-5.pdf,answer_keys/b1-m04-l05-problems-advice-and-decisions-speaking-lesson-5-answer-key.pdf,audio/b1-m04-l05-listening.mp3
B1-M04-L06,B1,B1 Independent English,4,"Problems, Advice and Decisions",6,"Problems, Advice and Decisions: Writing Lesson 6",writing,worksheets/b1-m04-l06-problems-advice-and-decisions-writing-lesson-6.docx,worksheets/b1-m04-l06-problems-advice-and-decisions-writing-lesson-6.pdf,answer_keys/b1-m04-l06-problems-advice-and-decisions-writing-lesson-6-answer-key.pdf,audio/b1-m04-l06-listening.mp3
B1-M05-L01,B1,B1 Independent English,5,"Media, Environment and Society",1,"Media, Environment and Society: Grammar Lesson 1",grammar,worksheets/b1-m05-l01-media-environment-and-society-grammar-lesson-1.docx,worksheets/b1-m05-l01-media-environment-and-society-grammar-lesson-1.pdf,answer_keys/b1-m05-l01-media-environment-and-society-grammar-lesson-1-answer-key.pdf,audio/b1-m05-l01-listening.mp3
B1-M05-L02,B1,B1 Independent English,5,"Media, Environment and Society",2,"Media, Environment and Society: Vocabulary Lesson 2",vocabulary,worksheets/b1-m05-l02-media-environment-and-society-vocabulary-lesson-2.docx,worksheets/b1-m05-l02-media-environment-and-society-vocabulary-lesson-2.pdf,answer_keys/b1-m05-l02-media-environment-and-society-vocabulary-lesson-2-answer-key.pdf,audio/b1-m05-l02-listening.mp3
B1-M05-L03,B1,B1 Independent English,5,"Media, Environment and Society",3,"Media, Environment and Society: Reading Lesson 3",reading,worksheets/b1-m05-l03-media-environment-and-society-reading-lesson-3.docx,worksheets/b1-m05-l03-media-environment-and-society-reading-lesson-3.pdf,answer_keys/b1-m05-l03-media-environment-and-society-reading-lesson-3-answer-key.pdf,audio/b1-m05-l03-listening.mp3
B1-M05-L04,B1,B1 Independent English,5,"Media, Environment and Society",4,"Media, Environment and Society: Listening Lesson 4",listening,worksheets/b1-m05-l04-media-environment-and-society-listening-lesson-4.docx,worksheets/b1-m05-l04-media-environment-and-society-listening-lesson-4.pdf,answer_keys/b1-m05-l04-media-environment-and-society-listening-lesson-4-answer-key.pdf,audio/b1-m05-l04-listening.mp3
B1-M05-L05,B1,B1 Independent English,5,"Media, Environment and Society",5,"Media, Environment and Society: Speaking Lesson 5",speaking,worksheets/b1-m05-l05-media-environment-and-society-speaking-lesson-5.docx,worksheets/b1-m05-l05-media-environment-and-society-speaking-lesson-5.pdf,answer_keys/b1-m05-l05-media-environment-and-society-speaking-lesson-5-answer-key.pdf,audio/b1-m05-l05-listening.mp3
B1-M05-L06,B1,B1 Independent English,5,"Media, Environment and Society",6,"Media, Environment and Society: Writing Lesson 6",writing,worksheets/b1-m05-l06-media-environment-and-society-writing-lesson-6.docx,worksheets/b1-m05-l06-media-environment-and-society-writing-lesson-6.pdf,answer_keys/b1-m05-l06-media-environment-and-society-writing-lesson-6-answer-key.pdf,audio/b1-m05-l06-listening.mp3
B1-M06-L01,B1,B1 Independent English,6,"B1 Review, Projects and Integrated Skills",1,"B1 Review, Projects and Integrated Skills: Grammar Lesson 1",grammar,worksheets/b1-m06-l01-b1-review-projects-and-integrated-skills-grammar-lesson-1.docx,worksheets/b1-m06-l01-b1-review-projects-and-integrated-skills-grammar-lesson-1.pdf,answer_keys/b1-m06-l01-b1-review-projects-and-integrated-skills-grammar-lesson-1-answer-key.pdf,audio/b1-m06-l01-listening.mp3
B1-M06-L02,B1,B1 Independent English,6,"B1 Review, Projects and Integrated Skills",2,"B1 Review, Projects and Integrated Skills: Vocabulary Lesson 2",vocabulary,worksheets/b1-m06-l02-b1-review-projects-and-integrated-skills-vocabulary-lesson-2.docx,worksheets/b1-m06-l02-b1-review-projects-and-integrated-skills-vocabulary-lesson-2.pdf,answer_keys/b1-m06-l02-b1-review-projects-and-integrated-skills-vocabulary-lesson-2-answer-key.pdf,audio/b1-m06-l02-listening.mp3
B1-M06-L03,B1,B1 Independent English,6,"B1 Review, Projects and Integrated Skills",3,"B1 Review, Projects and Integrated Skills: Reading Lesson 3",reading,worksheets/b1-m06-l03-b1-review-projects-and-integrated-skills-reading-lesson-3.docx,worksheets/b1-m06-l03-b1-review-projects-and-integrated-skills-reading-lesson-3.pdf,answer_keys/b1-m06-l03-b1-review-projects-and-integrated-skills-reading-lesson-3-answer-key.pdf,audio/b1-m06-l03-listening.mp3
B1-M06-L04,B1,B1 Independent English,6,"B1 Review, Projects and Integrated Skills",4,"B1 Review, Projects and Integrated Skills: Listening Lesson 4",listening,worksheets/b1-m06-l04-b1-review-projects-and-integrated-skills-listening-lesson-4.docx,worksheets/b1-m06-l04-b1-review-projects-and-integrated-skills-listening-lesson-4.pdf,answer_keys/b1-m06-l04-b1-review-projects-and-integrated-skills-listening-lesson-4-answer-key.pdf,audio/b1-m06-l04-listening.mp3
B1-M06-L05,B1,B1 Independent English,6,"B1 Review, Projects and Integrated Skills",5,"B1 Review, Projects and Integrated Skills: Speaking Lesson 5",speaking,worksheets/b1-m06-l05-b1-review-projects-and-integrated-skills-speaking-lesson-5.docx,worksheets/b1-m06-l05-b1-review-projects-and-integrated-skills-speaking-lesson-5.pdf,answer_keys/b1-m06-l05-b1-review-projects-and-integrated-skills-speaking-lesson-5-answer-key.pdf,audio/b1-m06-l05-listening.mp3
B1-M06-L06,B1,B1 Independent English,6,"B1 Review, Projects and Integrated Skills",6,"B1 Review, Projects and Integrated Skills: Writing Lesson 6",writing,worksheets/b1-m06-l06-b1-review-projects-and-integrated-skills-writing-lesson-6.docx,worksheets/b1-m06-l06-b1-review-projects-and-integrated-skills-writing-lesson-6.pdf,answer_keys/b1-m06-l06-b1-review-projects-and-integrated-skills-writing-lesson-6-answer-key.pdf,audio/b1-m06-l06-listening.mp3
B2-M01-L01,B2,B2 Confident English,1,Complex Communication and Debate,1,Complex Communication and Debate: Grammar Lesson 1,grammar,worksheets/b2-m01-l01-complex-communication-and-debate-grammar-lesson-1.docx,worksheets/b2-m01-l01-complex-communication-and-debate-grammar-lesson-1.pdf,answer_keys/b2-m01-l01-complex-communication-and-debate-grammar-lesson-1-answer-key.pdf,audio/b2-m01-l01-listening.mp3
B2-M01-L02,B2,B2 Confident English,1,Complex Communication and Debate,2,Complex Communication and Debate: Vocabulary Lesson 2,vocabulary,worksheets/b2-m01-l02-complex-communication-and-debate-vocabulary-lesson-2.docx,worksheets/b2-m01-l02-complex-communication-and-debate-vocabulary-lesson-2.pdf,answer_keys/b2-m01-l02-complex-communication-and-debate-vocabulary-lesson-2-answer-key.pdf,audio/b2-m01-l02-listening.mp3
