lesson_id,level,course,module_number,module_title,lesson_number,lesson_title,skill,worksheet_docx,worksheet_pdf,answer_key,audio_file
B2-M01-L03,B2,B2 Confident English,1,Complex Communication and Debate,3,Complex Communication and Debate: Reading Lesson 3,reading,worksheets/b2-m01-l03-complex-communication-and-debate-reading-lesson-3.docx,worksheets/b2-m01-l03-complex-communication-and-debate-reading-lesson-3.pdf,answer_keys/b2-m01-l03-complex-communication-and-debate-reading-lesson-3-answer-key.pdf,audio/b2-m01-l03-listening.mp3
B2-M01-L04,B2,B2 Confident English,1,Complex Communication and Debate,4,Complex Communication and Debate: Listening Lesson 4,listening,worksheets/b2-m01-l04-complex-communication-and-debate-listening-lesson-4.docx,worksheets/b2-m01-l04-complex-communication-and-debate-listening-lesson-4.pdf,answer_keys/b2-m01-l04-complex-communication-and-debate-listening-lesson-4-answer-key.pdf,audio/b2-m01-l04-listening.mp3
B2-M01-L05,B2,B2 Confident English,1,Complex Communication and Debate,5,Complex Communication and Debate: Speaking Lesson 5,speaking,worksheets/b2-m01-l05-complex-communication-and-debate-speaking-lesson-5.docx,worksheets/b2-m01-l05-complex-communication-and-debate-speaking-lesson-5.pdf,answer_keys/b2-m01-l05-complex-communication-and-debate-speaking-lesson-5-answer-key.pdf,audio/b2-m01-l05-listening.mp3
B2-M01-L06,B2,B2 Confident English,1,Complex Communication and Debate,6,Complex Communication and Debate: Writing Lesson 6,writing,worksheets/b2-m01-l06-complex-communication-and-debate-writing-lesson-6.docx,worksheets/b2-m01-l06-complex-communication-and-debate-writing-lesson-6.pdf,answer_keys/b2-m01-l06-complex-communication-and-debate-writing-lesson-6-answer-key.pdf,audio/b2-m01-l06-listening.mp3
B2-M02-L01,B2,B2 Confident English,2,Professional and Academic Skills,1,Professional and Academic Skills: Grammar Lesson 1,grammar,worksheets/b2-m02-l01-professional-and-academic-skills-grammar-lesson-1.docx,worksheets/b2-m02-l01-professional-and-academic-skills-grammar-lesson-1.pdf,answer_keys/b2-m02-l01-professional-and-academic-skills-grammar-lesson-1-answer-key.pdf,audio/b2-m02-l01-listening.mp3
B2-M02-L02,B2,B2 Confident English,2,Professional and Academic Skills,2,Professional and Academic Skills: Vocabulary Lesson 2,vocabulary,worksheets/b2-m02-l02-professional-and-academic-skills-vocabulary-lesson-2.docx,worksheets/b2-m02-l02-professional-and-academic-skills-vocabulary-lesson-2.pdf,answer_keys/b2-m02-l02-professional-and-academic-skills-vocabulary-lesson-2-answer-key.pdf,audio/b2-m02-l02-listening.mp3
B2-M02-L03,B2,B2 Confident English,2,Professional and Academic Skills,3,Professional and Academic Skills: Reading Lesson 3,reading,worksheets/b2-m02-l03-professional-and-academic-skills-reading-lesson-3.docx,worksheets/b2-m02-l03-professional-and-academic-skills-reading-lesson-3.pdf,answer_keys/b2-m02-l03-professional-and-academic-skills-reading-lesson-3-answer-key.pdf,audio/b2-m02-l03-listening.mp3
B2-M02-L04,B2,B2 Confident English,2,Professional and Academic Skills,4,Professional and Academic Skills: Listening Lesson 4,listening,worksheets/b2-m02-l04-professional-and-academic-skills-listening-lesson-4.docx,worksheets/b2-m02-l04-professional-and-academic-skills-listening-lesson-4.pdf,answer_keys/b2-m02-l04-professional-and-academic-skills-listening-lesson-4-answer-key.pdf,audio/b2-m02-l04-listening.mp3
B2-M02-L05,B2,B2 Confident English,2,Professional and Academic Skills,5,Professional and Academic Skills: Speaking Lesson 5,speaking,worksheets/b2-m02-l05-professional-and-academic-skills-speaking-lesson-5.docx,worksheets/b2-m02-l05-professional-and-academic-skills-speaking-lesson-5.pdf,answer_keys/b2-m02-l05-professional-and-academic-skills-speaking-lesson-5-answer-key.pdf,audio/b2-m02-l05-listening.mp3
B2-M02-L06,B2,B2 Confident English,2,Professional and Academic Skills,6,Professional and Academic Skills: Writing Lesson 6,writing,worksheets/b2-m02-l06-professional-and-academic-skills-writing-lesson-6.docx,worksheets/b2-m02-l06-professional-and-academic-skills-writing-lesson-6.pdf,answer_keys/b2-m02-l06-professional-and-academic-skills-writing-lesson-6-answer-key.pdf,audio/b2-m02-l06-listening.mp3
B2-M03-L01,B2,B2 Confident English,3,Advanced Reading and Listening,1,Advanced Reading and Listening: Grammar Lesson 1,grammar,worksheets/b2-m03-l01-advanced-reading-and-listening-grammar-lesson-1.docx,worksheets/b2-m03-l01-advanced-reading-and-listening-grammar-lesson-1.pdf,answer_keys/b2-m03-l01-advanced-reading-and-listening-grammar-lesson-1-answer-key.pdf,audio/b2-m03-l01-listening.mp3
B2-M03-L02,B2,B2 Confident English,3,Advanced Reading and Listening,2,Advanced Reading and Listening: Vocabulary Lesson 2,vocabulary,worksheets/b2-m03-l02-advanced-reading-and-listening-vocabulary-lesson-2.docx,worksheets/b2-m03-l02-advanced-reading-and-listening-vocabulary-lesson-2.pdf,answer_keys/b2-m03-l02-advanced-reading-and-listening-vocabulary-lesson-2-answer-key.pdf,audio/b2-m03-l02-listening.mp3
B2-M03-L03,B2,B2 Confident English,3,Advanced Reading and Listening,3,Advanced Reading and Listening: Reading Lesson 3,reading,worksheets/b2-m03-l03-advanced-reading-and-listening-reading-lesson-3.docx,worksheets/b2-m03-l03-advanced-reading-and-listening-reading-lesson-3.pdf,answer_keys/b2-m03-l03-advanced-reading-and-listening-reading-lesson-3-answer-key.pdf,audio/b2-m03-l03-listening.mp3
B2-M03-L04,B2,B2 Confident English,3,Advanced Reading and Listening,4,Advanced Reading and Listening: Listening Lesson 4,listening,worksheets/b2-m03-l04-advanced-reading-and-listening-listening-lesson-4.docx,worksheets/b2-m03-l04-advanced-reading-and-listening-listening-lesson-4.pdf,answer_keys/b2-m03-l04-advanced-reading-and-listening-listening-lesson-4-answer-key.pdf,audio/b2-m03-l04-listening.mp3
B2-M03-L05,B2,B2 Confident English,3,Advanced Reading and Listening,5,Advanced Reading and Listening: Speaking Lesson 5,speaking,worksheets/b2-m03-l05-advanced-reading-and-listening-speaking-lesson-5.docx,worksheets/b2-m03-l05-advanced-reading-and-listening-speaking-lesson-5.pdf,answer_keys/b2-m03-l05-advanced-reading-and-listening-speaking-lesson-5-answer-key.pdf,audio/b2-m03-l05-listening.mp3
B2-M03-L06,B2,B2 Confident English,3,Advanced Reading and Listening,6,Advanced Reading and Listening: Writing Lesson 6,writing,worksheets/b2-m03-l06-advanced-reading-and-listening-writing-lesson-6.docx,worksheets/b2-m03-l06-advanced-reading-and-listening-writing-lesson-6.pdf,answer_keys/b2-m03-l06-advanced-reading-and-listening-writing-lesson-6-answer-key.pdf,audio/b2-m03-l06-listening.mp3
B2-M04-L01,B2,B2 Confident English,4,Writing Arguments and Reports,1,Writing Arguments and Reports: Grammar Lesson 1,grammar,worksheets/b2-m04-l01-writing-arguments-and-reports-grammar-lesson-1.docx,worksheets/b2-m04-l01-writing-arguments-and-reports-grammar-lesson-1.pdf,answer_keys/b2-m04-l01-writing-arguments-and-reports-grammar-lesson-1-answer-key.pdf,audio/b2-m04-l01-listening.mp3
B2-M04-L02,B2,B2 Confident English,4,Writing Arguments and Reports,2,Writing Arguments and Reports: Vocabulary Lesson 2,vocabulary,worksheets/b2-m04-l02-writing-arguments-and-reports-vocabulary-lesson-2.docx,worksheets/b2-m04-l02-writing-arguments-and-reports-vocabulary-lesson-2.pdf,answer_keys/b2-m04-l02-writing-arguments-and-reports-vocabulary-lesson-2-answer-key.pdf,audio/b2-m04-l02-listening.mp3
B2-M04-L03,B2,B2 Confident English,4,Writing Arguments and Reports,3,Writing Arguments and Reports: Reading Lesson 3,reading,worksheets/b2-m04-l03-writing-arguments-and-reports-reading-lesson-3.docx,worksheets/b2-m04-l03-writing-arguments-and-reports-reading-lesson-3.pdf,answer_keys/b2-m04-l03-writing-arguments-and-reports-reading-lesson-3-answer-key.pdf,audio/b2-m04-l03-listening.mp3
B2-M04-L04,B2,B2 Confident English,4,Writing Arguments and Reports,4,Writing Arguments and Reports: Listening Lesson 4,listening,worksheets/b2-m04-l04-writing-arguments-and-reports-listening-lesson-4.docx,worksheets/b2-m04-l04-writing-arguments-and-reports-listening-lesson-4.pdf,answer_keys/b2-m04-l04-writing-arguments-and-reports-listening-lesson-4-answer-key.pdf,audio/b2-m04-l04-listening.mp3
B2-M04-L05,B2,B2 Confident English,4,Writing Arguments and Reports,5,Writing Arguments and Reports: Speaking Lesson 5,speaking,worksheets/b2-m04-l05-writing-arguments-and-reports-speaking-lesson-5.docx,worksheets/b2-m04-l05-writing-arguments-and-reports-speaking-lesson-5.pdf,answer_keys/b2-m04-l05-writing-arguments-and-reports-speaking-lesson-5-answer-key.pdf,audio/b2-m04-l05-listening.mp3
B2-M04-L06,B2,B2 Confident English,4,Writing Arguments and Reports,6,Writing Arguments and Reports: Writing Lesson 6,writing,worksheets/b2-m04-l06-writing-arguments-and-reports-writing-lesson-6.docx,worksheets/b2-m04-l06-writing-arguments-and-reports-writing-lesson-6.pdf,answer_keys/b2-m04-l06-writing-arguments-and-reports-writing-lesson-6-answer-key.pdf,audio/b2-m04-l06-listening.mp3
B2-M05-L01,B2,B2 Confident English,5,Global Issues and Critical Thinking,1,Global Issues and Critical Thinking: Grammar Lesson 1,grammar,worksheets/b2-m05-l01-global-issues-and-critical-thinking-grammar-lesson-1.docx,worksheets/b2-m05-l01-global-issues-and-critical-thinking-grammar-lesson-1.pdf,answer_keys/b2-m05-l01-global-issues-and-critical-thinking-grammar-lesson-1-answer-key.pdf,audio/b2-m05-l01-listening.mp3
B2-M05-L02,B2,B2 Confident English,5,Global Issues and Critical Thinking,2,Global Issues and Critical Thinking: Vocabulary Lesson 2,vocabulary,worksheets/b2-m05-l02-global-issues-and-critical-thinking-vocabulary-lesson-2.docx,worksheets/b2-m05-l02-global-issues-and-critical-thinking-vocabulary-lesson-2.pdf,answer_keys/b2-m05-l02-global-issues-and-critical-thinking-vocabulary-lesson-2-answer-key.pdf,audio/b2-m05-l02-listening.mp3
B2-M05-L03,B2,B2 Confident English,5,Global Issues and Critical Thinking,3,Global Issues and Critical Thinking: Reading Lesson 3,reading,worksheets/b2-m05-l03-global-issues-and-critical-thinking-reading-lesson-3.docx,worksheets/b2-m05-l03-global-issues-and-critical-thinking-reading-lesson-3.pdf,answer_keys/b2-m05-l03-global-issues-and-critical-thinking-reading-lesson-3-answer-key.pdf,audio/b2-m05-l03-listening.mp3
B2-M05-L04,B2,B2 Confident English,5,Global Issues and Critical Thinking,4,Global Issues and Critical Thinking: Listening Lesson 4,listening,worksheets/b2-m05-l04-global-issues-and-critical-thinking-listening-lesson-4.docx,worksheets/b2-m05-l04-global-issues-and-critical-thinking-listening-lesson-4.pdf,answer_keys/b2-m05-l04-global-issues-and-critical-thinking-listening-lesson-4-answer-key.pdf,audio/b2-m05-l04-listening.mp3
B2-M05-L05,B2,B2 Confident English,5,Global Issues and Critical Thinking,5,Global Issues and Critical Thinking: Speaking Lesson 5,speaking,worksheets/b2-m05-l05-global-issues-and-critical-thinking-speaking-lesson-5.docx,worksheets/b2-m05-l05-global-issues-and-critical-thinking-speaking-lesson-5.pdf,answer_keys/b2-m05-l05-global-issues-and-critical-thinking-speaking-lesson-5-answer-key.pdf,audio/b2-m05-l05-listening.mp3
B2-M05-L06,B2,B2 Confident English,5,Global Issues and Critical Thinking,6,Global Issues and Critical Thinking: Writing Lesson 6,writing,worksheets/b2-m05-l06-global-issues-and-critical-thinking-writing-lesson-6.docx,worksheets/b2-m05-l06-global-issues-and-critical-thinking-writing-lesson-6.pdf,answer_keys/b2-m05-l06-global-issues-and-critical-thinking-writing-lesson-6-answer-key.pdf,audio/b2-m05-l06-listening.mp3
B2-M06-L01,B2,B2 Confident English,6,"B2 Review, Presentations and Integrated Assessment",1,"B2 Review, Presentations and Integrated Assessment: Grammar Lesson 1",grammar,worksheets/b2-m06-l01-b2-review-presentations-and-integrated-assessment-grammar-lesson-1.docx,worksheets/b2-m06-l01-b2-review-presentations-and-integrated-assessment-grammar-lesson-1.pdf,answer_keys/b2-m06-l01-b2-review-presentations-and-integrated-assessment-grammar-lesson-1-answer-key.pdf,audio/b2-m06-l01-listening.mp3
B2-M06-L02,B2,B2 Confident English,6,"B2 Review, Presentations and Integrated Assessment",2,"B2 Review, Presentations and Integrated Assessment: Vocabulary Lesson 2",vocabulary,worksheets/b2-m06-l02-b2-review-presentations-and-integrated-assessment-vocabulary-lesson-2.docx,worksheets/b2-m06-l02-b2-review-presentations-and-integrated-assessment-vocabulary-lesson-2.pdf,answer_keys/b2-m06-l02-b2-review-presentations-and-integrated-assessment-vocabulary-lesson-2-answer-key.pdf,audio/b2-m06-l02-listening.mp3
B2-M06-L03,B2,B2 Confident English,6,"B2 Review, Presentations and Integrated Assessment",3,"B2 Review, Presentations and Integrated Assessment: Reading Lesson 3",reading,worksheets/b2-m06-l03-b2-review-presentations-and-integrated-assessment-reading-lesson-3.docx,worksheets/b2-m06-l03-b2-review-presentations-and-integrated-assessment-reading-lesson-3.pdf,answer_keys/b2-m06-l03-b2-review-presentations-and-integrated-assessment-reading-lesson-3-answer-key.pdf,audio/b2-m06-l03-listening.mp3
B2-M06-L04,B2,B2 Confident English,6,"B2 Review, Presentations and Integrated Assessment",4,"B2 Review, Presentations and Integrated Assessment: Listening Lesson 4",listening,worksheets/b2-m06-l04-b2-review-presentations-and-integrated-assessment-listening-lesson-4.docx,worksheets/b2-m06-l04-b2-review-presentations-and-integrated-assessment-listening-lesson-4.pdf,answer_keys/b2-m06-l04-b2-review-presentations-and-integrated-assessment-listening-lesson-4-answer-key.pdf,audio/b2-m06-l04-listening.mp3
B2-M06-L05,B2,B2 Confident English,6,"B2 Review, Presentations and Integrated Assessment",5,"B2 Review, Presentations and Integrated Assessment: Speaking Lesson 5",speaking,worksheets/b2-m06-l05-b2-review-presentations-and-integrated-assessment-speaking-lesson-5.docx,worksheets/b2-m06-l05-b2-review-presentations-and-integrated-assessment-speaking-lesson-5.pdf,answer_keys/b2-m06-l05-b2-review-presentations-and-integrated-assessment-speaking-lesson-5-answer-key.pdf,audio/b2-m06-l05-listening.mp3
B2-M06-L06,B2,B2 Confident English,6,"B2 Review, Presentations and Integrated Assessment",6,"B2 Review, Presentations and Integrated Assessment: Writing Lesson 6",writing,worksheets/b2-m06-l06-b2-review-presentations-and-integrated-assessment-writing-lesson-6.docx,worksheets/b2-m06-l06-b2-review-presentations-and-integrated-assessment-writing-lesson-6.pdf,answer_keys/b2-m06-l06-b2-review-presentations-and-integrated-assessment-writing-lesson-6-answer-key.pdf,audio/b2-m06-l06-listening.mp3
C1-M01-L01,C1,C1 Advanced English,1,Advanced Academic and Professional Discourse,1,Advanced Academic and Professional Discourse: Grammar Lesson 1,grammar,worksheets/c1-m01-l01-advanced-academic-and-professional-discourse-grammar-lesson-1.docx,worksheets/c1-m01-l01-advanced-academic-and-professional-discourse-grammar-lesson-1.pdf,answer_keys/c1-m01-l01-advanced-academic-and-professional-discourse-grammar-lesson-1-answer-key.pdf,audio/c1-m01-l01-listening.mp3
C1-M01-L02,C1,C1 Advanced English,1,Advanced Academic and Professional Discourse,2,Advanced Academic and Professional Discourse: Vocabulary Lesson 2,vocabulary,worksheets/c1-m01-l02-advanced-academic-and-professional-discourse-vocabulary-lesson-2.docx,worksheets/c1-m01-l02-advanced-academic-and-professional-discourse-vocabulary-lesson-2.pdf,answer_keys/c1-m01-l02-advanced-academic-and-professional-discourse-vocabulary-lesson-2-answer-key.pdf,audio/c1-m01-l02-listening.mp3
C1-M01-L03,C1,C1 Advanced English,1,Advanced Academic and Professional Discourse,3,Advanced Academic and Professional Discourse: Reading Lesson 3,reading,worksheets/c1-m01-l03-advanced-academic-and-professional-discourse-reading-lesson-3.docx,worksheets/c1-m01-l03-advanced-academic-and-professional-discourse-reading-lesson-3.pdf,answer_keys/c1-m01-l03-advanced-academic-and-professional-discourse-reading-lesson-3-answer-key.pdf,audio/c1-m01-l03-listening.mp3
C1-M01-L04,C1,C1 Advanced English,1,Advanced Academic and Professional Discourse,4,Advanced Academic and Professional Discourse: Listening Lesson 4,listening,worksheets/c1-m01-l04-advanced-academic-and-professional-discourse-listening-lesson-4.docx,worksheets/c1-m01-l04-advanced-academic-and-professional-discourse-listening-lesson-4.pdf,answer_keys/c1-m01-l04-advanced-academic-and-professional-discourse-listening-lesson-4-answer-key.pdf,audio/c1-m01-l04-listening.mp3
C1-M01-L05,C1,C1 Advanced English,1,Advanced Academic and Professional Discourse,5,Advanced Academic and Professional Discourse: Speaking Lesson 5,speaking,worksheets/c1-m01-l05-advanced-academic-and-professional-discourse-speaking-lesson-5.docx,worksheets/c1-m01-l05-advanced-academic-and-professional-discourse-speaking-lesson-5.pdf,answer_keys/c1-m01-l05-advanced-academic-and-professional-discourse-speaking-lesson-5-answer-key.pdf,audio/c1-m01-l05-listening.mp3
C1-M01-L06,C1,C1 Advanced English,1,Advanced Academic and Professional Discourse,6,Advanced Academic and Professional Discourse: Writing Lesson 6,writing,worksheets/c1-m01-l06-advanced-academic-and-professional-discourse-writing-lesson-6.docx,worksheets/c1-m01-l06-advanced-academic-and-professional-discourse-writing-lesson-6.pdf,answer_keys/c1-m01-l06-advanced-academic-and-professional-discourse-writing-lesson-6-answer-key.pdf,audio/c1-m01-l06-listening.mp3
C1-M02-L01,C1,C1 Advanced English,2,"Nuance, Register and Persuasion",1,"Nuance, Register and Persuasion: Grammar Lesson 1",grammar,worksheets/c1-m02-l01-nuance-register-and-persuasion-grammar-lesson-1.docx,worksheets/c1-m02-l01-nuance-register-and-persuasion-grammar-lesson-1.pdf,answer_keys/c1-m02-l01-nuance-register-and-persuasion-grammar-lesson-1-answer-key.pdf,audio/c1-m02-l01-listening.mp3
C1-M02-L02,C1,C1 Advanced English,2,"Nuance, Register and Persuasion",2,"Nuance, Register and Persuasion: Vocabulary Lesson 2",vocabulary,worksheets/c1-m02-l02-nuance-register-and-persuasion-vocabulary-lesson-2.docx,worksheets/c1-m02-l02-nuance-register-and-persuasion-vocabulary-lesson-2.pdf,answer_keys/c1-m02-l02-nuance-register-and-persuasion-vocabulary-lesson-2-answer-key.pdf,audio/c1-m02-l02-listening.mp3
C1-M02-L03,C1,C1 Advanced English,2,"Nuance, Register and Persuasion",3,"Nuance, Register and Persuasion: Reading Lesson 3",reading,worksheets/c1-m02-l03-nuance-register-and-persuasion-reading-lesson-3.docx,worksheets/c1-m02-l03-nuance-register-and-persuasion-reading-lesson-3.pdf,answer_keys/c1-m02-l03-nuance-register-and-persuasion-reading-lesson-3-answer-key.pdf,audio/c1-m02-l03-listening.mp3
C1-M02-L04,C1,C1 Advanced English,2,"Nuance, Register and Persuasion",4,"Nuance, Register and Persuasion: Listening Lesson 4",listening,worksheets/c1-m02-l04-nuance-register-and-persuasion-listening-lesson-4.docx,worksheets/c1-m02-l04-nuance-register-and-persuasion-listening-lesson-4.pdf,answer_keys/c1-m02-l04-nuance-register-and-persuasion-listening-lesson-4-answer-key.pdf,audio/c1-m02-l04-listening.mp3
C1-M02-L05,C1,C1 Advanced English,2,"Nuance, Register and Persuasion",5,"Nuance, Register and Persuasion: Speaking Lesson 5",speaking,worksheets/c1-m02-l05-nuance-register-and-persuasion-speaking-lesson-5.docx,worksheets/c1-m02-l05-nuance-register-and-persuasion-speaking-lesson-5.pdf,answer_keys/c1-m02-l05-nuance-register-and-persuasion-speaking-lesson-5-answer-key.pdf,audio/c1-m02-l05-listening.mp3
C1-M02-L06,C1,C1 Advanced English,2,"Nuance, Register and Persuasion",6,"Nuance, Register and Persuasion: Writing Lesson 6",writing,worksheets/c1-m02-l06-nuance-register-and-persuasion-writing-lesson-6.docx,worksheets/c1-m02-l06-nuance-register-and-persuasion-writing-lesson-6.pdf,answer_keys/c1-m02-l06-nuance-register-and-persuasion-writing-lesson-6-answer-key.pdf,audio/c1-m02-l06-listening.mp3
C1-M03-L01,C1,C1 Advanced English,3,"Research, Synthesis and Critical Evaluation",1,"Research, Synthesis and Critical Evaluation: Grammar Lesson 1",grammar,worksheets/c1-m03-l01-research-synthesis-and-critical-evaluation-grammar-lesson-1.docx,worksheets/c1-m03-l01-research-synthesis-and-critical-evaluation-grammar-lesson-1.pdf,answer_keys/c1-m03-l01-research-synthesis-and-critical-evaluation-grammar-lesson-1-answer-key.pdf,audio/c1-m03-l01-listening.mp3
C1-M03-L02,C1,C1 Advanced English,3,"Research, Synthesis and Critical Evaluation",2,"Research, Synthesis and Critical Evaluation: Vocabulary Lesson 2",vocabulary,worksheets/c1-m03-l02-research-synthesis-and-critical-evaluation-vocabulary-lesson-2.docx,worksheets/c1-m03-l02-research-synthesis-and-critical-evaluation-vocabulary-lesson-2.pdf,answer_keys/c1-m03-l02-research-synthesis-and-critical-evaluation-vocabulary-lesson-2-answer-key.pdf,audio/c1-m03-l02-listening.mp3
C1-M03-L03,C1,C1 Advanced English,3,"Research, Synthesis and Critical Evaluation",3,"Research, Synthesis and Critical Evaluation: Reading Lesson 3",reading,worksheets/c1-m03-l03-research-synthesis-and-critical-evaluation-reading-lesson-3.docx,worksheets/c1-m03-l03-research-synthesis-and-critical-evaluation-reading-lesson-3.pdf,answer_keys/c1-m03-l03-research-synthesis-and-critical-evaluation-reading-lesson-3-answer-key.pdf,audio/c1-m03-l03-listening.mp3
C1-M03-L04,C1,C1 Advanced English,3,"Research, Synthesis and Critical Evaluation",4,"Research, Synthesis and Critical Evaluation: Listening Lesson 4",listening,worksheets/c1-m03-l04-research-synthesis-and-critical-evaluation-listening-lesson-4.docx,worksheets/c1-m03-l04-research-synthesis-and-critical-evaluation-listening-lesson-4.pdf,answer_keys/c1-m03-l04-research-synthesis-and-critical-evaluation-listening-lesson-4-answer-key.pdf,audio/c1-m03-l04-listening.mp3
C1-M03-L05,C1,C1 Advanced English,3,"Research, Synthesis and Critical Evaluation",5,"Research, Synthesis and Critical Evaluation: Speaking Lesson 5",speaking,worksheets/c1-m03-l05-research-synthesis-and-critical-evaluation-speaking-lesson-5.docx,worksheets/c1-m03-l05-research-synthesis-and-critical-evaluation-speaking-lesson-5.pdf,answer_keys/c1-m03-l05-research-synthesis-and-critical-evaluation-speaking-lesson-5-answer-key.pdf,audio/c1-m03-l05-listening.mp3
C1-M03-L06,C1,C1 Advanced English,3,"Research, Synthesis and Critical Evaluation",6,"Research, Synthesis and Critical Evaluation: Writing Lesson 6",writing,worksheets/c1-m03-l06-research-synthesis-and-critical-evaluation-writing-lesson-6.docx,worksheets/c1-m03-l06-research-synthesis-and-critical-evaluation-writing-lesson-6.pdf,answer_keys/c1-m03-l06-research-synthesis-and-critical-evaluation-writing-lesson-6-answer-key.pdf,audio/c1-m03-l06-listening.mp3
C1-M04-L01,C1,C1 Advanced English,4,High-Level Writing and Speaking,1,High-Level Writing and Speaking: Grammar Lesson 1,grammar,worksheets/c1-m04-l01-high-level-writing-and-speaking-grammar-lesson-1.docx,worksheets/c1-m04-l01-high-level-writing-and-speaking-grammar-lesson-1.pdf,answer_keys/c1-m04-l01-high-level-writing-and-speaking-grammar-lesson-1-answer-key.pdf,audio/c1-m04-l01-listening.mp3
C1-M04-L02,C1,C1 Advanced English,4,High-Level Writing and Speaking,2,High-Level Writing and Speaking: Vocabulary Lesson 2,vocabulary,worksheets/c1-m04-l02-high-level-writing-and-speaking-vocabulary-lesson-2.docx,worksheets/c1-m04-l02-high-level-writing-and-speaking-vocabulary-lesson-2.pdf,answer_keys/c1-m04-l02-high-level-writing-and-speaking-vocabulary-lesson-2-answer-key.pdf,audio/c1-m04-l02-listening.mp3
