lesson_id,level,course,module_number,module_title,lesson_number,lesson_title,skill,worksheet_docx,worksheet_pdf,answer_key,audio_file
C1-M04-L03,C1,C1 Advanced English,4,High-Level Writing and Speaking,3,High-Level Writing and Speaking: Reading Lesson 3,reading,worksheets/c1-m04-l03-high-level-writing-and-speaking-reading-lesson-3.docx,worksheets/c1-m04-l03-high-level-writing-and-speaking-reading-lesson-3.pdf,answer_keys/c1-m04-l03-high-level-writing-and-speaking-reading-lesson-3-answer-key.pdf,audio/c1-m04-l03-listening.mp3
C1-M04-L04,C1,C1 Advanced English,4,High-Level Writing and Speaking,4,High-Level Writing and Speaking: Listening Lesson 4,listening,worksheets/c1-m04-l04-high-level-writing-and-speaking-listening-lesson-4.docx,worksheets/c1-m04-l04-high-level-writing-and-speaking-listening-lesson-4.pdf,answer_keys/c1-m04-l04-high-level-writing-and-speaking-listening-lesson-4-answer-key.pdf,audio/c1-m04-l04-listening.mp3
C1-M04-L05,C1,C1 Advanced English,4,High-Level Writing and Speaking,5,High-Level Writing and Speaking: Speaking Lesson 5,speaking,worksheets/c1-m04-l05-high-level-writing-and-speaking-speaking-lesson-5.docx,worksheets/c1-m04-l05-high-level-writing-and-speaking-speaking-lesson-5.pdf,answer_keys/c1-m04-l05-high-level-writing-and-speaking-speaking-lesson-5-answer-key.pdf,audio/c1-m04-l05-listening.mp3
C1-M04-L06,C1,C1 Advanced English,4,High-Level Writing and Speaking,6,High-Level Writing and Speaking: Writing Lesson 6,writing,worksheets/c1-m04-l06-high-level-writing-and-speaking-writing-lesson-6.docx,worksheets/c1-m04-l06-high-level-writing-and-speaking-writing-lesson-6.pdf,answer_keys/c1-m04-l06-high-level-writing-and-speaking-writing-lesson-6-answer-key.pdf,audio/c1-m04-l06-listening.mp3
C1-M05-L01,C1,C1 Advanced English,5,"Leadership, Policy and Complex Interaction",1,"Leadership, Policy and Complex Interaction: Grammar Lesson 1",grammar,worksheets/c1-m05-l01-leadership-policy-and-complex-interaction-grammar-lesson-1.docx,worksheets/c1-m05-l01-leadership-policy-and-complex-interaction-grammar-lesson-1.pdf,answer_keys/c1-m05-l01-leadership-policy-and-complex-interaction-grammar-lesson-1-answer-key.pdf,audio/c1-m05-l01-listening.mp3
C1-M05-L02,C1,C1 Advanced English,5,"Leadership, Policy and Complex Interaction",2,"Leadership, Policy and Complex Interaction: Vocabulary Lesson 2",vocabulary,worksheets/c1-m05-l02-leadership-policy-and-complex-interaction-vocabulary-lesson-2.docx,worksheets/c1-m05-l02-leadership-policy-and-complex-interaction-vocabulary-lesson-2.pdf,answer_keys/c1-m05-l02-leadership-policy-and-complex-interaction-vocabulary-lesson-2-answer-key.pdf,audio/c1-m05-l02-listening.mp3
C1-M05-L03,C1,C1 Advanced English,5,"Leadership, Policy and Complex Interaction",3,"Leadership, Policy and Complex Interaction: Reading Lesson 3",reading,worksheets/c1-m05-l03-leadership-policy-and-complex-interaction-reading-lesson-3.docx,worksheets/c1-m05-l03-leadership-policy-and-complex-interaction-reading-lesson-3.pdf,answer_keys/c1-m05-l03-leadership-policy-and-complex-interaction-reading-lesson-3-answer-key.pdf,audio/c1-m05-l03-listening.mp3
C1-M05-L04,C1,C1 Advanced English,5,"Leadership, Policy and Complex Interaction",4,"Leadership, Policy and Complex Interaction: Listening Lesson 4",listening,worksheets/c1-m05-l04-leadership-policy-and-complex-interaction-listening-lesson-4.docx,worksheets/c1-m05-l04-leadership-policy-and-complex-interaction-listening-lesson-4.pdf,answer_keys/c1-m05-l04-leadership-policy-and-complex-interaction-listening-lesson-4-answer-key.pdf,audio/c1-m05-l04-listening.mp3
C1-M05-L05,C1,C1 Advanced English,5,"Leadership, Policy and Complex Interaction",5,"Leadership, Policy and Complex Interaction: Speaking Lesson 5",speaking,worksheets/c1-m05-l05-leadership-policy-and-complex-interaction-speaking-lesson-5.docx,worksheets/c1-m05-l05-leadership-policy-and-complex-interaction-speaking-lesson-5.pdf,answer_keys/c1-m05-l05-leadership-policy-and-complex-interaction-speaking-lesson-5-answer-key.pdf,audio/c1-m05-l05-listening.mp3
C1-M05-L06,C1,C1 Advanced English,5,"Leadership, Policy and Complex Interaction",6,"Leadership, Policy and Complex Interaction: Writing Lesson 6",writing,worksheets/c1-m05-l06-leadership-policy-and-complex-interaction-writing-lesson-6.docx,worksheets/c1-m05-l06-leadership-policy-and-complex-interaction-writing-lesson-6.pdf,answer_keys/c1-m05-l06-leadership-policy-and-complex-interaction-writing-lesson-6-answer-key.pdf,audio/c1-m05-l06-listening.mp3
C1-M06-L01,C1,C1 Advanced English,6,"C1 Review, Portfolio and Performance Assessment",1,"C1 Review, Portfolio and Performance Assessment: Grammar Lesson 1",grammar,worksheets/c1-m06-l01-c1-review-portfolio-and-performance-assessment-grammar-lesson-1.docx,worksheets/c1-m06-l01-c1-review-portfolio-and-performance-assessment-grammar-lesson-1.pdf,answer_keys/c1-m06-l01-c1-review-portfolio-and-performance-assessment-grammar-lesson-1-answer-key.pdf,audio/c1-m06-l01-listening.mp3
C1-M06-L02,C1,C1 Advanced English,6,"C1 Review, Portfolio and Performance Assessment",2,"C1 Review, Portfolio and Performance Assessment: Vocabulary Lesson 2",vocabulary,worksheets/c1-m06-l02-c1-review-portfolio-and-performance-assessment-vocabulary-lesson-2.docx,worksheets/c1-m06-l02-c1-review-portfolio-and-performance-assessment-vocabulary-lesson-2.pdf,answer_keys/c1-m06-l02-c1-review-portfolio-and-performance-assessment-vocabulary-lesson-2-answer-key.pdf,audio/c1-m06-l02-listening.mp3
C1-M06-L03,C1,C1 Advanced English,6,"C1 Review, Portfolio and Performance Assessment",3,"C1 Review, Portfolio and Performance Assessment: Reading Lesson 3",reading,worksheets/c1-m06-l03-c1-review-portfolio-and-performance-assessment-reading-lesson-3.docx,worksheets/c1-m06-l03-c1-review-portfolio-and-performance-assessment-reading-lesson-3.pdf,answer_keys/c1-m06-l03-c1-review-portfolio-and-performance-assessment-reading-lesson-3-answer-key.pdf,audio/c1-m06-l03-listening.mp3
C1-M06-L04,C1,C1 Advanced English,6,"C1 Review, Portfolio and Performance Assessment",4,"C1 Review, Portfolio and Performance Assessment: Listening Lesson 4",listening,worksheets/c1-m06-l04-c1-review-portfolio-and-performance-assessment-listening-lesson-4.docx,worksheets/c1-m06-l04-c1-review-portfolio-and-performance-assessment-listening-lesson-4.pdf,answer_keys/c1-m06-l04-c1-review-portfolio-and-performance-assessment-listening-lesson-4-answer-key.pdf,audio/c1-m06-l04-listening.mp3
C1-M06-L05,C1,C1 Advanced English,6,"C1 Review, Portfolio and Performance Assessment",5,"C1 Review, Portfolio and Performance Assessment: Speaking Lesson 5",speaking,worksheets/c1-m06-l05-c1-review-portfolio-and-performance-assessment-speaking-lesson-5.docx,worksheets/c1-m06-l05-c1-review-portfolio-and-performance-assessment-speaking-lesson-5.pdf,answer_keys/c1-m06-l05-c1-review-portfolio-and-performance-assessment-speaking-lesson-5-answer-key.pdf,audio/c1-m06-l05-listening.mp3
C1-M06-L06,C1,C1 Advanced English,6,"C1 Review, Portfolio and Performance Assessment",6,"C1 Review, Portfolio and Performance Assessment: Writing Lesson 6",writing,worksheets/c1-m06-l06-c1-review-portfolio-and-performance-assessment-writing-lesson-6.docx,worksheets/c1-m06-l06-c1-review-portfolio-and-performance-assessment-writing-lesson-6.pdf,answer_keys/c1-m06-l06-c1-review-portfolio-and-performance-assessment-writing-lesson-6-answer-key.pdf,audio/c1-m06-l06-listening.mp3
C2-M01-L01,C2,C2 Mastery English,1,"Mastery of Style, Register and Precision",1,"Mastery of Style, Register and Precision: Grammar Lesson 1",grammar,worksheets/c2-m01-l01-mastery-of-style-register-and-precision-grammar-lesson-1.docx,worksheets/c2-m01-l01-mastery-of-style-register-and-precision-grammar-lesson-1.pdf,answer_keys/c2-m01-l01-mastery-of-style-register-and-precision-grammar-lesson-1-answer-key.pdf,audio/c2-m01-l01-listening.mp3
C2-M01-L02,C2,C2 Mastery English,1,"Mastery of Style, Register and Precision",2,"Mastery of Style, Register and Precision: Vocabulary Lesson 2",vocabulary,worksheets/c2-m01-l02-mastery-of-style-register-and-precision-vocabulary-lesson-2.docx,worksheets/c2-m01-l02-mastery-of-style-register-and-precision-vocabulary-lesson-2.pdf,answer_keys/c2-m01-l02-mastery-of-style-register-and-precision-vocabulary-lesson-2-answer-key.pdf,audio/c2-m01-l02-listening.mp3
C2-M01-L03,C2,C2 Mastery English,1,"Mastery of Style, Register and Precision",3,"Mastery of Style, Register and Precision: Reading Lesson 3",reading,worksheets/c2-m01-l03-mastery-of-style-register-and-precision-reading-lesson-3.docx,worksheets/c2-m01-l03-mastery-of-style-register-and-precision-reading-lesson-3.pdf,answer_keys/c2-m01-l03-mastery-of-style-register-and-precision-reading-lesson-3-answer-key.pdf,audio/c2-m01-l03-listening.mp3
C2-M01-L04,C2,C2 Mastery English,1,"Mastery of Style, Register and Precision",4,"Mastery of Style, Register and Precision: Listening Lesson 4",listening,worksheets/c2-m01-l04-mastery-of-style-register-and-precision-listening-lesson-4.docx,worksheets/c2-m01-l04-mastery-of-style-register-and-precision-listening-lesson-4.pdf,answer_keys/c2-m01-l04-mastery-of-style-register-and-precision-listening-lesson-4-answer-key.pdf,audio/c2-m01-l04-listening.mp3
C2-M01-L05,C2,C2 Mastery English,1,"Mastery of Style, Register and Precision",5,"Mastery of Style, Register and Precision: Speaking Lesson 5",speaking,worksheets/c2-m01-l05-mastery-of-style-register-and-precision-speaking-lesson-5.docx,worksheets/c2-m01-l05-mastery-of-style-register-and-precision-speaking-lesson-5.pdf,answer_keys/c2-m01-l05-mastery-of-style-register-and-precision-speaking-lesson-5-answer-key.pdf,audio/c2-m01-l05-listening.mp3
C2-M01-L06,C2,C2 Mastery English,1,"Mastery of Style, Register and Precision",6,"Mastery of Style, Register and Precision: Writing Lesson 6",writing,worksheets/c2-m01-l06-mastery-of-style-register-and-precision-writing-lesson-6.docx,worksheets/c2-m01-l06-mastery-of-style-register-and-precision-writing-lesson-6.pdf,answer_keys/c2-m01-l06-mastery-of-style-register-and-precision-writing-lesson-6-answer-key.pdf,audio/c2-m01-l06-listening.mp3
C2-M02-L01,C2,C2 Mastery English,2,"Complex Texts, Literature and Culture",1,"Complex Texts, Literature and Culture: Grammar Lesson 1",grammar,worksheets/c2-m02-l01-complex-texts-literature-and-culture-grammar-lesson-1.docx,worksheets/c2-m02-l01-complex-texts-literature-and-culture-grammar-lesson-1.pdf,answer_keys/c2-m02-l01-complex-texts-literature-and-culture-grammar-lesson-1-answer-key.pdf,audio/c2-m02-l01-listening.mp3
C2-M02-L02,C2,C2 Mastery English,2,"Complex Texts, Literature and Culture",2,"Complex Texts, Literature and Culture: Vocabulary Lesson 2",vocabulary,worksheets/c2-m02-l02-complex-texts-literature-and-culture-vocabulary-lesson-2.docx,worksheets/c2-m02-l02-complex-texts-literature-and-culture-vocabulary-lesson-2.pdf,answer_keys/c2-m02-l02-complex-texts-literature-and-culture-vocabulary-lesson-2-answer-key.pdf,audio/c2-m02-l02-listening.mp3
C2-M02-L03,C2,C2 Mastery English,2,"Complex Texts, Literature and Culture",3,"Complex Texts, Literature and Culture: Reading Lesson 3",reading,worksheets/c2-m02-l03-complex-texts-literature-and-culture-reading-lesson-3.docx,worksheets/c2-m02-l03-complex-texts-literature-and-culture-reading-lesson-3.pdf,answer_keys/c2-m02-l03-complex-texts-literature-and-culture-reading-lesson-3-answer-key.pdf,audio/c2-m02-l03-listening.mp3
C2-M02-L04,C2,C2 Mastery English,2,"Complex Texts, Literature and Culture",4,"Complex Texts, Literature and Culture: Listening Lesson 4",listening,worksheets/c2-m02-l04-complex-texts-literature-and-culture-listening-lesson-4.docx,worksheets/c2-m02-l04-complex-texts-literature-and-culture-listening-lesson-4.pdf,answer_keys/c2-m02-l04-complex-texts-literature-and-culture-listening-lesson-4-answer-key.pdf,audio/c2-m02-l04-listening.mp3
C2-M02-L05,C2,C2 Mastery English,2,"Complex Texts, Literature and Culture",5,"Complex Texts, Literature and Culture: Speaking Lesson 5",speaking,worksheets/c2-m02-l05-complex-texts-literature-and-culture-speaking-lesson-5.docx,worksheets/c2-m02-l05-complex-texts-literature-and-culture-speaking-lesson-5.pdf,answer_keys/c2-m02-l05-complex-texts-literature-and-culture-speaking-lesson-5-answer-key.pdf,audio/c2-m02-l05-listening.mp3
C2-M02-L06,C2,C2 Mastery English,2,"Complex Texts, Literature and Culture",6,"Complex Texts, Literature and Culture: Writing Lesson 6",writing,worksheets/c2-m02-l06-complex-texts-literature-and-culture-writing-lesson-6.docx,worksheets/c2-m02-l06-complex-texts-literature-and-culture-writing-lesson-6.pdf,answer_keys/c2-m02-l06-complex-texts-literature-and-culture-writing-lesson-6-answer-key.pdf,audio/c2-m02-l06-listening.mp3
C2-M03-L01,C2,C2 Mastery English,3,Specialised Academic and Professional English,1,Specialised Academic and Professional English: Grammar Lesson 1,grammar,worksheets/c2-m03-l01-specialised-academic-and-professional-english-grammar-lesson-1.docx,worksheets/c2-m03-l01-specialised-academic-and-professional-english-grammar-lesson-1.pdf,answer_keys/c2-m03-l01-specialised-academic-and-professional-english-grammar-lesson-1-answer-key.pdf,audio/c2-m03-l01-listening.mp3
C2-M03-L02,C2,C2 Mastery English,3,Specialised Academic and Professional English,2,Specialised Academic and Professional English: Vocabulary Lesson 2,vocabulary,worksheets/c2-m03-l02-specialised-academic-and-professional-english-vocabulary-lesson-2.docx,worksheets/c2-m03-l02-specialised-academic-and-professional-english-vocabulary-lesson-2.pdf,answer_keys/c2-m03-l02-specialised-academic-and-professional-english-vocabulary-lesson-2-answer-key.pdf,audio/c2-m03-l02-listening.mp3
C2-M03-L03,C2,C2 Mastery English,3,Specialised Academic and Professional English,3,Specialised Academic and Professional English: Reading Lesson 3,reading,worksheets/c2-m03-l03-specialised-academic-and-professional-english-reading-lesson-3.docx,worksheets/c2-m03-l03-specialised-academic-and-professional-english-reading-lesson-3.pdf,answer_keys/c2-m03-l03-specialised-academic-and-professional-english-reading-lesson-3-answer-key.pdf,audio/c2-m03-l03-listening.mp3
C2-M03-L04,C2,C2 Mastery English,3,Specialised Academic and Professional English,4,Specialised Academic and Professional English: Listening Lesson 4,listening,worksheets/c2-m03-l04-specialised-academic-and-professional-english-listening-lesson-4.docx,worksheets/c2-m03-l04-specialised-academic-and-professional-english-listening-lesson-4.pdf,answer_keys/c2-m03-l04-specialised-academic-and-professional-english-listening-lesson-4-answer-key.pdf,audio/c2-m03-l04-listening.mp3
C2-M03-L05,C2,C2 Mastery English,3,Specialised Academic and Professional English,5,Specialised Academic and Professional English: Speaking Lesson 5,speaking,worksheets/c2-m03-l05-specialised-academic-and-professional-english-speaking-lesson-5.docx,worksheets/c2-m03-l05-specialised-academic-and-professional-english-speaking-lesson-5.pdf,answer_keys/c2-m03-l05-specialised-academic-and-professional-english-speaking-lesson-5-answer-key.pdf,audio/c2-m03-l05-listening.mp3
C2-M03-L06,C2,C2 Mastery English,3,Specialised Academic and Professional English,6,Specialised Academic and Professional English: Writing Lesson 6,writing,worksheets/c2-m03-l06-specialised-academic-and-professional-english-writing-lesson-6.docx,worksheets/c2-m03-l06-specialised-academic-and-professional-english-writing-lesson-6.pdf,answer_keys/c2-m03-l06-specialised-academic-and-professional-english-writing-lesson-6-answer-key.pdf,audio/c2-m03-l06-listening.mp3
C2-M04-L01,C2,C2 Mastery English,4,"Rhetoric, Diplomacy and High-Stakes Communication",1,"Rhetoric, Diplomacy and High-Stakes Communication: Grammar Lesson 1",grammar,worksheets/c2-m04-l01-rhetoric-diplomacy-and-high-stakes-communication-grammar-lesson-1.docx,worksheets/c2-m04-l01-rhetoric-diplomacy-and-high-stakes-communication-grammar-lesson-1.pdf,answer_keys/c2-m04-l01-rhetoric-diplomacy-and-high-stakes-communication-grammar-lesson-1-answer-key.pdf,audio/c2-m04-l01-listening.mp3
C2-M04-L02,C2,C2 Mastery English,4,"Rhetoric, Diplomacy and High-Stakes Communication",2,"Rhetoric, Diplomacy and High-Stakes Communication: Vocabulary Lesson 2",vocabulary,worksheets/c2-m04-l02-rhetoric-diplomacy-and-high-stakes-communication-vocabulary-lesson-2.docx,worksheets/c2-m04-l02-rhetoric-diplomacy-and-high-stakes-communication-vocabulary-lesson-2.pdf,answer_keys/c2-m04-l02-rhetoric-diplomacy-and-high-stakes-communication-vocabulary-lesson-2-answer-key.pdf,audio/c2-m04-l02-listening.mp3
C2-M04-L03,C2,C2 Mastery English,4,"Rhetoric, Diplomacy and High-Stakes Communication",3,"Rhetoric, Diplomacy and High-Stakes Communication: Reading Lesson 3",reading,worksheets/c2-m04-l03-rhetoric-diplomacy-and-high-stakes-communication-reading-lesson-3.docx,worksheets/c2-m04-l03-rhetoric-diplomacy-and-high-stakes-communication-reading-lesson-3.pdf,answer_keys/c2-m04-l03-rhetoric-diplomacy-and-high-stakes-communication-reading-lesson-3-answer-key.pdf,audio/c2-m04-l03-listening.mp3
C2-M04-L04,C2,C2 Mastery English,4,"Rhetoric, Diplomacy and High-Stakes Communication",4,"Rhetoric, Diplomacy and High-Stakes Communication: Listening Lesson 4",listening,worksheets/c2-m04-l04-rhetoric-diplomacy-and-high-stakes-communication-listening-lesson-4.docx,worksheets/c2-m04-l04-rhetoric-diplomacy-and-high-stakes-communication-listening-lesson-4.pdf,answer_keys/c2-m04-l04-rhetoric-diplomacy-and-high-stakes-communication-listening-lesson-4-answer-key.pdf,audio/c2-m04-l04-listening.mp3
C2-M04-L05,C2,C2 Mastery English,4,"Rhetoric, Diplomacy and High-Stakes Communication",5,"Rhetoric, Diplomacy and High-Stakes Communication: Speaking Lesson 5",speaking,worksheets/c2-m04-l05-rhetoric-diplomacy-and-high-stakes-communication-speaking-lesson-5.docx,worksheets/c2-m04-l05-rhetoric-diplomacy-and-high-stakes-communication-speaking-lesson-5.pdf,answer_keys/c2-m04-l05-rhetoric-diplomacy-and-high-stakes-communication-speaking-lesson-5-answer-key.pdf,audio/c2-m04-l05-listening.mp3
C2-M04-L06,C2,C2 Mastery English,4,"Rhetoric, Diplomacy and High-Stakes Communication",6,"Rhetoric, Diplomacy and High-Stakes Communication: Writing Lesson 6",writing,worksheets/c2-m04-l06-rhetoric-diplomacy-and-high-stakes-communication-writing-lesson-6.docx,worksheets/c2-m04-l06-rhetoric-diplomacy-and-high-stakes-communication-writing-lesson-6.pdf,answer_keys/c2-m04-l06-rhetoric-diplomacy-and-high-stakes-communication-writing-lesson-6-answer-key.pdf,audio/c2-m04-l06-listening.mp3
C2-M05-L01,C2,C2 Mastery English,5,Critical Synthesis and Expert Production,1,Critical Synthesis and Expert Production: Grammar Lesson 1,grammar,worksheets/c2-m05-l01-critical-synthesis-and-expert-production-grammar-lesson-1.docx,worksheets/c2-m05-l01-critical-synthesis-and-expert-production-grammar-lesson-1.pdf,answer_keys/c2-m05-l01-critical-synthesis-and-expert-production-grammar-lesson-1-answer-key.pdf,audio/c2-m05-l01-listening.mp3
C2-M05-L02,C2,C2 Mastery English,5,Critical Synthesis and Expert Production,2,Critical Synthesis and Expert Production: Vocabulary Lesson 2,vocabulary,worksheets/c2-m05-l02-critical-synthesis-and-expert-production-vocabulary-lesson-2.docx,worksheets/c2-m05-l02-critical-synthesis-and-expert-production-vocabulary-lesson-2.pdf,answer_keys/c2-m05-l02-critical-synthesis-and-expert-production-vocabulary-lesson-2-answer-key.pdf,audio/c2-m05-l02-listening.mp3
C2-M05-L03,C2,C2 Mastery English,5,Critical Synthesis and Expert Production,3,Critical Synthesis and Expert Production: Reading Lesson 3,reading,worksheets/c2-m05-l03-critical-synthesis-and-expert-production-reading-lesson-3.docx,worksheets/c2-m05-l03-critical-synthesis-and-expert-production-reading-lesson-3.pdf,answer_keys/c2-m05-l03-critical-synthesis-and-expert-production-reading-lesson-3-answer-key.pdf,audio/c2-m05-l03-listening.mp3
C2-M05-L04,C2,C2 Mastery English,5,Critical Synthesis and Expert Production,4,Critical Synthesis and Expert Production: Listening Lesson 4,listening,worksheets/c2-m05-l04-critical-synthesis-and-expert-production-listening-lesson-4.docx,worksheets/c2-m05-l04-critical-synthesis-and-expert-production-listening-lesson-4.pdf,answer_keys/c2-m05-l04-critical-synthesis-and-expert-production-listening-lesson-4-answer-key.pdf,audio/c2-m05-l04-listening.mp3
C2-M05-L05,C2,C2 Mastery English,5,Critical Synthesis and Expert Production,5,Critical Synthesis and Expert Production: Speaking Lesson 5,speaking,worksheets/c2-m05-l05-critical-synthesis-and-expert-production-speaking-lesson-5.docx,worksheets/c2-m05-l05-critical-synthesis-and-expert-production-speaking-lesson-5.pdf,answer_keys/c2-m05-l05-critical-synthesis-and-expert-production-speaking-lesson-5-answer-key.pdf,audio/c2-m05-l05-listening.mp3
C2-M05-L06,C2,C2 Mastery English,5,Critical Synthesis and Expert Production,6,Critical Synthesis and Expert Production: Writing Lesson 6,writing,worksheets/c2-m05-l06-critical-synthesis-and-expert-production-writing-lesson-6.docx,worksheets/c2-m05-l06-critical-synthesis-and-expert-production-writing-lesson-6.pdf,answer_keys/c2-m05-l06-critical-synthesis-and-expert-production-writing-lesson-6-answer-key.pdf,audio/c2-m05-l06-listening.mp3
C2-M06-L01,C2,C2 Mastery English,6,"C2 Review, Capstone and Mastery Assessment",1,"C2 Review, Capstone and Mastery Assessment: Grammar Lesson 1",grammar,worksheets/c2-m06-l01-c2-review-capstone-and-mastery-assessment-grammar-lesson-1.docx,worksheets/c2-m06-l01-c2-review-capstone-and-mastery-assessment-grammar-lesson-1.pdf,answer_keys/c2-m06-l01-c2-review-capstone-and-mastery-assessment-grammar-lesson-1-answer-key.pdf,audio/c2-m06-l01-listening.mp3
C2-M06-L02,C2,C2 Mastery English,6,"C2 Review, Capstone and Mastery Assessment",2,"C2 Review, Capstone and Mastery Assessment: Vocabulary Lesson 2",vocabulary,worksheets/c2-m06-l02-c2-review-capstone-and-mastery-assessment-vocabulary-lesson-2.docx,worksheets/c2-m06-l02-c2-review-capstone-and-mastery-assessment-vocabulary-lesson-2.pdf,answer_keys/c2-m06-l02-c2-review-capstone-and-mastery-assessment-vocabulary-lesson-2-answer-key.pdf,audio/c2-m06-l02-listening.mp3
C2-M06-L03,C2,C2 Mastery English,6,"C2 Review, Capstone and Mastery Assessment",3,"C2 Review, Capstone and Mastery Assessment: Reading Lesson 3",reading,worksheets/c2-m06-l03-c2-review-capstone-and-mastery-assessment-reading-lesson-3.docx,worksheets/c2-m06-l03-c2-review-capstone-and-mastery-assessment-reading-lesson-3.pdf,answer_keys/c2-m06-l03-c2-review-capstone-and-mastery-assessment-reading-lesson-3-answer-key.pdf,audio/c2-m06-l03-listening.mp3
C2-M06-L04,C2,C2 Mastery English,6,"C2 Review, Capstone and Mastery Assessment",4,"C2 Review, Capstone and Mastery Assessment: Listening Lesson 4",listening,worksheets/c2-m06-l04-c2-review-capstone-and-mastery-assessment-listening-lesson-4.docx,worksheets/c2-m06-l04-c2-review-capstone-and-mastery-assessment-listening-lesson-4.pdf,answer_keys/c2-m06-l04-c2-review-capstone-and-mastery-assessment-listening-lesson-4-answer-key.pdf,audio/c2-m06-l04-listening.mp3
C2-M06-L05,C2,C2 Mastery English,6,"C2 Review, Capstone and Mastery Assessment",5,"C2 Review, Capstone and Mastery Assessment: Speaking Lesson 5",speaking,worksheets/c2-m06-l05-c2-review-capstone-and-mastery-assessment-speaking-lesson-5.docx,worksheets/c2-m06-l05-c2-review-capstone-and-mastery-assessment-speaking-lesson-5.pdf,answer_keys/c2-m06-l05-c2-review-capstone-and-mastery-assessment-speaking-lesson-5-answer-key.pdf,audio/c2-m06-l05-listening.mp3
C2-M06-L06,C2,C2 Mastery English,6,"C2 Review, Capstone and Mastery Assessment",6,"C2 Review, Capstone and Mastery Assessment: Writing Lesson 6",writing,worksheets/c2-m06-l06-c2-review-capstone-and-mastery-assessment-writing-lesson-6.docx,worksheets/c2-m06-l06-c2-review-capstone-and-mastery-assessment-writing-lesson-6.pdf,answer_keys/c2-m06-l06-c2-review-capstone-and-mastery-assessment-writing-lesson-6-answer-key.pdf,audio/c2-m06-l06-listening.mp3
