course_code,module_code,module_title,level,lms_route_path,video_creation_provider,video_hosting_provider,heygen_project_url,final_video_url,embed_url,caption_vtt_url,thumbnail_url,transcript_url,duration_target_minutes,completion_rule,qa_status
Starter English,A1-M01,"Identity, goals and learner profile",A1,/courses/starter-english/A1-M01,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M01.mp4,https://cdn.londonenglishacademy.example/embed/A1-M01,https://cdn.londonenglishacademy.example/captions/A1-M01.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M01.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M01.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M02,"Family, community and relationships",A1,/courses/starter-english/A1-M02,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M02.mp4,https://cdn.londonenglishacademy.example/embed/A1-M02,https://cdn.londonenglishacademy.example/captions/A1-M02.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M02.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M02.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M03,"School, study and work",A1,/courses/starter-english/A1-M03,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M03.mp4,https://cdn.londonenglishacademy.example/embed/A1-M03,https://cdn.londonenglishacademy.example/captions/A1-M03.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M03.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M03.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M04,"Home, city and daily life",A1,/courses/starter-english/A1-M04,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M04.mp4,https://cdn.londonenglishacademy.example/embed/A1-M04,https://cdn.londonenglishacademy.example/captions/A1-M04.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M04.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M04.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M05,"Food, health and wellbeing",A1,/courses/starter-english/A1-M05,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M05.mp4,https://cdn.londonenglishacademy.example/embed/A1-M05,https://cdn.londonenglishacademy.example/captions/A1-M05.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M05.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M05.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M06,"Travel, cultures and the wider world",A1,/courses/starter-english/A1-M06,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M06.mp4,https://cdn.londonenglishacademy.example/embed/A1-M06,https://cdn.londonenglishacademy.example/captions/A1-M06.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M06.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M06.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M07,"Media, technology and digital citizenship",A1,/courses/starter-english/A1-M07,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M07.mp4,https://cdn.londonenglishacademy.example/embed/A1-M07,https://cdn.londonenglishacademy.example/captions/A1-M07.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M07.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M07.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M08,"Stories, literature and creative expression",A1,/courses/starter-english/A1-M08,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M08.mp4,https://cdn.londonenglishacademy.example/embed/A1-M08,https://cdn.londonenglishacademy.example/captions/A1-M08.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M08.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M08.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M09,"Problems, solutions and critical thinking",A1,/courses/starter-english/A1-M09,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M09.mp4,https://cdn.londonenglishacademy.example/embed/A1-M09,https://cdn.londonenglishacademy.example/captions/A1-M09.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M09.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M09.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Starter English,A1-M10,Portfolio project and progress review,A1,/courses/starter-english/A1-M10,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A1-M10.mp4,https://cdn.londonenglishacademy.example/embed/A1-M10,https://cdn.londonenglishacademy.example/captions/A1-M10.vtt,https://cdn.londonenglishacademy.example/thumbnails/A1-M10.jpg,https://cdn.londonenglishacademy.example/transcripts/A1-M10.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M01,"Identity, goals and learner profile",A2,/courses/everyday-english/A2-M01,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M01.mp4,https://cdn.londonenglishacademy.example/embed/A2-M01,https://cdn.londonenglishacademy.example/captions/A2-M01.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M01.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M01.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M02,"Family, community and relationships",A2,/courses/everyday-english/A2-M02,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M02.mp4,https://cdn.londonenglishacademy.example/embed/A2-M02,https://cdn.londonenglishacademy.example/captions/A2-M02.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M02.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M02.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M03,"School, study and work",A2,/courses/everyday-english/A2-M03,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M03.mp4,https://cdn.londonenglishacademy.example/embed/A2-M03,https://cdn.londonenglishacademy.example/captions/A2-M03.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M03.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M03.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M04,"Home, city and daily life",A2,/courses/everyday-english/A2-M04,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M04.mp4,https://cdn.londonenglishacademy.example/embed/A2-M04,https://cdn.londonenglishacademy.example/captions/A2-M04.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M04.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M04.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M05,"Food, health and wellbeing",A2,/courses/everyday-english/A2-M05,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M05.mp4,https://cdn.londonenglishacademy.example/embed/A2-M05,https://cdn.londonenglishacademy.example/captions/A2-M05.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M05.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M05.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M06,"Travel, cultures and the wider world",A2,/courses/everyday-english/A2-M06,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M06.mp4,https://cdn.londonenglishacademy.example/embed/A2-M06,https://cdn.londonenglishacademy.example/captions/A2-M06.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M06.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M06.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M07,"Media, technology and digital citizenship",A2,/courses/everyday-english/A2-M07,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M07.mp4,https://cdn.londonenglishacademy.example/embed/A2-M07,https://cdn.londonenglishacademy.example/captions/A2-M07.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M07.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M07.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M08,"Stories, literature and creative expression",A2,/courses/everyday-english/A2-M08,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M08.mp4,https://cdn.londonenglishacademy.example/embed/A2-M08,https://cdn.londonenglishacademy.example/captions/A2-M08.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M08.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M08.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M09,"Problems, solutions and critical thinking",A2,/courses/everyday-english/A2-M09,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M09.mp4,https://cdn.londonenglishacademy.example/embed/A2-M09,https://cdn.londonenglishacademy.example/captions/A2-M09.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M09.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M09.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Everyday English,A2-M10,Portfolio project and progress review,A2,/courses/everyday-english/A2-M10,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/A2-M10.mp4,https://cdn.londonenglishacademy.example/embed/A2-M10,https://cdn.londonenglishacademy.example/captions/A2-M10.vtt,https://cdn.londonenglishacademy.example/thumbnails/A2-M10.jpg,https://cdn.londonenglishacademy.example/transcripts/A2-M10.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M01,"Identity, goals and learner profile",B1,/courses/independent-english/B1-M01,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M01.mp4,https://cdn.londonenglishacademy.example/embed/B1-M01,https://cdn.londonenglishacademy.example/captions/B1-M01.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M01.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M01.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M02,"Family, community and relationships",B1,/courses/independent-english/B1-M02,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M02.mp4,https://cdn.londonenglishacademy.example/embed/B1-M02,https://cdn.londonenglishacademy.example/captions/B1-M02.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M02.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M02.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M03,"School, study and work",B1,/courses/independent-english/B1-M03,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M03.mp4,https://cdn.londonenglishacademy.example/embed/B1-M03,https://cdn.londonenglishacademy.example/captions/B1-M03.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M03.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M03.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M04,"Home, city and daily life",B1,/courses/independent-english/B1-M04,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M04.mp4,https://cdn.londonenglishacademy.example/embed/B1-M04,https://cdn.londonenglishacademy.example/captions/B1-M04.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M04.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M04.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M05,"Food, health and wellbeing",B1,/courses/independent-english/B1-M05,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M05.mp4,https://cdn.londonenglishacademy.example/embed/B1-M05,https://cdn.londonenglishacademy.example/captions/B1-M05.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M05.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M05.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M06,"Travel, cultures and the wider world",B1,/courses/independent-english/B1-M06,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M06.mp4,https://cdn.londonenglishacademy.example/embed/B1-M06,https://cdn.londonenglishacademy.example/captions/B1-M06.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M06.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M06.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M07,"Media, technology and digital citizenship",B1,/courses/independent-english/B1-M07,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M07.mp4,https://cdn.londonenglishacademy.example/embed/B1-M07,https://cdn.londonenglishacademy.example/captions/B1-M07.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M07.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M07.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M08,"Stories, literature and creative expression",B1,/courses/independent-english/B1-M08,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M08.mp4,https://cdn.londonenglishacademy.example/embed/B1-M08,https://cdn.londonenglishacademy.example/captions/B1-M08.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M08.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M08.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M09,"Problems, solutions and critical thinking",B1,/courses/independent-english/B1-M09,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M09.mp4,https://cdn.londonenglishacademy.example/embed/B1-M09,https://cdn.londonenglishacademy.example/captions/B1-M09.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M09.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M09.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Independent English,B1-M10,Portfolio project and progress review,B1,/courses/independent-english/B1-M10,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B1-M10.mp4,https://cdn.londonenglishacademy.example/embed/B1-M10,https://cdn.londonenglishacademy.example/captions/B1-M10.vtt,https://cdn.londonenglishacademy.example/thumbnails/B1-M10.jpg,https://cdn.londonenglishacademy.example/transcripts/B1-M10.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M01,"Identity, goals and learner profile",B2,/courses/upper-independent-english/B2-M01,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M01.mp4,https://cdn.londonenglishacademy.example/embed/B2-M01,https://cdn.londonenglishacademy.example/captions/B2-M01.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M01.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M01.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M02,"Family, community and relationships",B2,/courses/upper-independent-english/B2-M02,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M02.mp4,https://cdn.londonenglishacademy.example/embed/B2-M02,https://cdn.londonenglishacademy.example/captions/B2-M02.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M02.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M02.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M03,"School, study and work",B2,/courses/upper-independent-english/B2-M03,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M03.mp4,https://cdn.londonenglishacademy.example/embed/B2-M03,https://cdn.londonenglishacademy.example/captions/B2-M03.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M03.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M03.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M04,"Home, city and daily life",B2,/courses/upper-independent-english/B2-M04,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M04.mp4,https://cdn.londonenglishacademy.example/embed/B2-M04,https://cdn.londonenglishacademy.example/captions/B2-M04.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M04.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M04.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M05,"Food, health and wellbeing",B2,/courses/upper-independent-english/B2-M05,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M05.mp4,https://cdn.londonenglishacademy.example/embed/B2-M05,https://cdn.londonenglishacademy.example/captions/B2-M05.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M05.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M05.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M06,"Travel, cultures and the wider world",B2,/courses/upper-independent-english/B2-M06,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M06.mp4,https://cdn.londonenglishacademy.example/embed/B2-M06,https://cdn.londonenglishacademy.example/captions/B2-M06.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M06.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M06.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M07,"Media, technology and digital citizenship",B2,/courses/upper-independent-english/B2-M07,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M07.mp4,https://cdn.londonenglishacademy.example/embed/B2-M07,https://cdn.londonenglishacademy.example/captions/B2-M07.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M07.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M07.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M08,"Stories, literature and creative expression",B2,/courses/upper-independent-english/B2-M08,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M08.mp4,https://cdn.londonenglishacademy.example/embed/B2-M08,https://cdn.londonenglishacademy.example/captions/B2-M08.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M08.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M08.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
