course_code,module_code,module_title,level,lms_route_path,video_creation_provider,video_hosting_provider,heygen_project_url,final_video_url,embed_url,caption_vtt_url,thumbnail_url,transcript_url,duration_target_minutes,completion_rule,qa_status
Upper Independent English,B2-M09,"Problems, solutions and critical thinking",B2,/courses/upper-independent-english/B2-M09,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M09.mp4,https://cdn.londonenglishacademy.example/embed/B2-M09,https://cdn.londonenglishacademy.example/captions/B2-M09.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M09.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M09.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Upper Independent English,B2-M10,Portfolio project and progress review,B2,/courses/upper-independent-english/B2-M10,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/B2-M10.mp4,https://cdn.londonenglishacademy.example/embed/B2-M10,https://cdn.londonenglishacademy.example/captions/B2-M10.vtt,https://cdn.londonenglishacademy.example/thumbnails/B2-M10.jpg,https://cdn.londonenglishacademy.example/transcripts/B2-M10.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M01,"Identity, goals and learner profile",C1,/courses/advanced-academic-and-professional-english/C1-M01,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M01.mp4,https://cdn.londonenglishacademy.example/embed/C1-M01,https://cdn.londonenglishacademy.example/captions/C1-M01.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M01.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M01.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M02,"Family, community and relationships",C1,/courses/advanced-academic-and-professional-english/C1-M02,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M02.mp4,https://cdn.londonenglishacademy.example/embed/C1-M02,https://cdn.londonenglishacademy.example/captions/C1-M02.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M02.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M02.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M03,"School, study and work",C1,/courses/advanced-academic-and-professional-english/C1-M03,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M03.mp4,https://cdn.londonenglishacademy.example/embed/C1-M03,https://cdn.londonenglishacademy.example/captions/C1-M03.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M03.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M03.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M04,"Home, city and daily life",C1,/courses/advanced-academic-and-professional-english/C1-M04,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M04.mp4,https://cdn.londonenglishacademy.example/embed/C1-M04,https://cdn.londonenglishacademy.example/captions/C1-M04.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M04.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M04.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M05,"Food, health and wellbeing",C1,/courses/advanced-academic-and-professional-english/C1-M05,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M05.mp4,https://cdn.londonenglishacademy.example/embed/C1-M05,https://cdn.londonenglishacademy.example/captions/C1-M05.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M05.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M05.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M06,"Travel, cultures and the wider world",C1,/courses/advanced-academic-and-professional-english/C1-M06,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M06.mp4,https://cdn.londonenglishacademy.example/embed/C1-M06,https://cdn.londonenglishacademy.example/captions/C1-M06.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M06.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M06.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M07,"Media, technology and digital citizenship",C1,/courses/advanced-academic-and-professional-english/C1-M07,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M07.mp4,https://cdn.londonenglishacademy.example/embed/C1-M07,https://cdn.londonenglishacademy.example/captions/C1-M07.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M07.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M07.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M08,"Stories, literature and creative expression",C1,/courses/advanced-academic-and-professional-english/C1-M08,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M08.mp4,https://cdn.londonenglishacademy.example/embed/C1-M08,https://cdn.londonenglishacademy.example/captions/C1-M08.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M08.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M08.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M09,"Problems, solutions and critical thinking",C1,/courses/advanced-academic-and-professional-english/C1-M09,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M09.mp4,https://cdn.londonenglishacademy.example/embed/C1-M09,https://cdn.londonenglishacademy.example/captions/C1-M09.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M09.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M09.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Advanced Academic and Professional English,C1-M10,Portfolio project and progress review,C1,/courses/advanced-academic-and-professional-english/C1-M10,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C1-M10.mp4,https://cdn.londonenglishacademy.example/embed/C1-M10,https://cdn.londonenglishacademy.example/captions/C1-M10.vtt,https://cdn.londonenglishacademy.example/thumbnails/C1-M10.jpg,https://cdn.londonenglishacademy.example/transcripts/C1-M10.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M01,"Identity, goals and learner profile",C2,/courses/mastery-english/C2-M01,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M01.mp4,https://cdn.londonenglishacademy.example/embed/C2-M01,https://cdn.londonenglishacademy.example/captions/C2-M01.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M01.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M01.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M02,"Family, community and relationships",C2,/courses/mastery-english/C2-M02,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M02.mp4,https://cdn.londonenglishacademy.example/embed/C2-M02,https://cdn.londonenglishacademy.example/captions/C2-M02.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M02.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M02.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M03,"School, study and work",C2,/courses/mastery-english/C2-M03,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M03.mp4,https://cdn.londonenglishacademy.example/embed/C2-M03,https://cdn.londonenglishacademy.example/captions/C2-M03.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M03.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M03.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M04,"Home, city and daily life",C2,/courses/mastery-english/C2-M04,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M04.mp4,https://cdn.londonenglishacademy.example/embed/C2-M04,https://cdn.londonenglishacademy.example/captions/C2-M04.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M04.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M04.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M05,"Food, health and wellbeing",C2,/courses/mastery-english/C2-M05,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M05.mp4,https://cdn.londonenglishacademy.example/embed/C2-M05,https://cdn.londonenglishacademy.example/captions/C2-M05.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M05.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M05.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M06,"Travel, cultures and the wider world",C2,/courses/mastery-english/C2-M06,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M06.mp4,https://cdn.londonenglishacademy.example/embed/C2-M06,https://cdn.londonenglishacademy.example/captions/C2-M06.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M06.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M06.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M07,"Media, technology and digital citizenship",C2,/courses/mastery-english/C2-M07,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M07.mp4,https://cdn.londonenglishacademy.example/embed/C2-M07,https://cdn.londonenglishacademy.example/captions/C2-M07.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M07.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M07.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M08,"Stories, literature and creative expression",C2,/courses/mastery-english/C2-M08,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M08.mp4,https://cdn.londonenglishacademy.example/embed/C2-M08,https://cdn.londonenglishacademy.example/captions/C2-M08.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M08.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M08.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M09,"Problems, solutions and critical thinking",C2,/courses/mastery-english/C2-M09,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M09.mp4,https://cdn.londonenglishacademy.example/embed/C2-M09,https://cdn.londonenglishacademy.example/captions/C2-M09.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M09.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M09.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Mastery English,C2-M10,Portfolio project and progress review,C2,/courses/mastery-english/C2-M10,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/C2-M10.mp4,https://cdn.londonenglishacademy.example/embed/C2-M10,https://cdn.londonenglishacademy.example/captions/C2-M10.vtt,https://cdn.londonenglishacademy.example/thumbnails/C2-M10.jpg,https://cdn.londonenglishacademy.example/transcripts/C2-M10.html,8,video_progress>=0.85 AND quiz_score>=0.70 AND evidence_uploaded=true AND reflection_submitted=true,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-BLEND_BUILDER,Early Years mechanic: Blend Builder,Pre-K to Grade 3,/early-years/mechanics/blend-builder,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-BLEND_BUILDER.mp4,https://cdn.londonenglishacademy.example/embed/EY-BLEND_BUILDER,https://cdn.londonenglishacademy.example/captions/EY-BLEND_BUILDER.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-BLEND_BUILDER.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-BLEND_BUILDER.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-CHOOSE_THE_FEELING,Early Years mechanic: Choose the Feeling,Pre-K to Grade 3,/early-years/mechanics/choose-the-feeling,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-CHOOSE_THE_FEELING.mp4,https://cdn.londonenglishacademy.example/embed/EY-CHOOSE_THE_FEELING,https://cdn.londonenglishacademy.example/captions/EY-CHOOSE_THE_FEELING.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-CHOOSE_THE_FEELING.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-CHOOSE_THE_FEELING.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-COUNT_AND_GROUP,Early Years mechanic: Count and Group,Pre-K to Grade 3,/early-years/mechanics/count-and-group,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-COUNT_AND_GROUP.mp4,https://cdn.londonenglishacademy.example/embed/EY-COUNT_AND_GROUP,https://cdn.londonenglishacademy.example/captions/EY-COUNT_AND_GROUP.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-COUNT_AND_GROUP.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-COUNT_AND_GROUP.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-DRAG_TO_BUILD,Early Years mechanic: Drag to Build,Pre-K to Grade 3,/early-years/mechanics/drag-to-build,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-DRAG_TO_BUILD.mp4,https://cdn.londonenglishacademy.example/embed/EY-DRAG_TO_BUILD,https://cdn.londonenglishacademy.example/captions/EY-DRAG_TO_BUILD.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-DRAG_TO_BUILD.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-DRAG_TO_BUILD.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-FIND_THE_MISTAKE,Early Years mechanic: Find the Mistake,Pre-K to Grade 3,/early-years/mechanics/find-the-mistake,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-FIND_THE_MISTAKE.mp4,https://cdn.londonenglishacademy.example/embed/EY-FIND_THE_MISTAKE,https://cdn.londonenglishacademy.example/captions/EY-FIND_THE_MISTAKE.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-FIND_THE_MISTAKE.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-FIND_THE_MISTAKE.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-KIND_WORDS_QUEST,Early Years mechanic: Kind Words Quest,Pre-K to Grade 3,/early-years/mechanics/kind-words-quest,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-KIND_WORDS_QUEST.mp4,https://cdn.londonenglishacademy.example/embed/EY-KIND_WORDS_QUEST,https://cdn.londonenglishacademy.example/captions/EY-KIND_WORDS_QUEST.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-KIND_WORDS_QUEST.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-KIND_WORDS_QUEST.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-LISTEN_AND_CHOOSE,Early Years mechanic: Listen and Choose,Pre-K to Grade 3,/early-years/mechanics/listen-and-choose,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-LISTEN_AND_CHOOSE.mp4,https://cdn.londonenglishacademy.example/embed/EY-LISTEN_AND_CHOOSE,https://cdn.londonenglishacademy.example/captions/EY-LISTEN_AND_CHOOSE.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-LISTEN_AND_CHOOSE.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-LISTEN_AND_CHOOSE.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-MATH_MISSION,Early Years mechanic: Math Mission,Pre-K to Grade 3,/early-years/mechanics/math-mission,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-MATH_MISSION.mp4,https://cdn.londonenglishacademy.example/embed/EY-MATH_MISSION,https://cdn.londonenglishacademy.example/captions/EY-MATH_MISSION.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-MATH_MISSION.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-MATH_MISSION.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-READ_AND_RECORD,Early Years mechanic: Read and Record,Pre-K to Grade 3,/early-years/mechanics/read-and-record,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-READ_AND_RECORD.mp4,https://cdn.londonenglishacademy.example/embed/EY-READ_AND_RECORD,https://cdn.londonenglishacademy.example/captions/EY-READ_AND_RECORD.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-READ_AND_RECORD.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-READ_AND_RECORD.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-ROUTINE_BUILDER,Early Years mechanic: Routine Builder,Pre-K to Grade 3,/early-years/mechanics/routine-builder,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-ROUTINE_BUILDER.mp4,https://cdn.londonenglishacademy.example/embed/EY-ROUTINE_BUILDER,https://cdn.londonenglishacademy.example/captions/EY-ROUTINE_BUILDER.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-ROUTINE_BUILDER.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-ROUTINE_BUILDER.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-SAFE_CHOICE_MISSION,Early Years mechanic: Safe Choice Mission,Pre-K to Grade 3,/early-years/mechanics/safe-choice-mission,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-SAFE_CHOICE_MISSION.mp4,https://cdn.londonenglishacademy.example/embed/EY-SAFE_CHOICE_MISSION,https://cdn.londonenglishacademy.example/captions/EY-SAFE_CHOICE_MISSION.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-SAFE_CHOICE_MISSION.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-SAFE_CHOICE_MISSION.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-SORT_IT,Early Years mechanic: Sort It,Pre-K to Grade 3,/early-years/mechanics/sort-it,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-SORT_IT.mp4,https://cdn.londonenglishacademy.example/embed/EY-SORT_IT,https://cdn.londonenglishacademy.example/captions/EY-SORT_IT.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-SORT_IT.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-SORT_IT.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-TAP_THE_SOUND,Early Years mechanic: Tap the Sound,Pre-K to Grade 3,/early-years/mechanics/tap-the-sound,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-TAP_THE_SOUND.mp4,https://cdn.londonenglishacademy.example/embed/EY-TAP_THE_SOUND,https://cdn.londonenglishacademy.example/captions/EY-TAP_THE_SOUND.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-TAP_THE_SOUND.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-TAP_THE_SOUND.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-TRACE_AND_SAY,Early Years mechanic: Trace and Say,Pre-K to Grade 3,/early-years/mechanics/trace-and-say,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-TRACE_AND_SAY.mp4,https://cdn.londonenglishacademy.example/embed/EY-TRACE_AND_SAY,https://cdn.londonenglishacademy.example/captions/EY-TRACE_AND_SAY.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-TRACE_AND_SAY.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-TRACE_AND_SAY.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
Early Years Interactive Engine,EY-TRY_AGAIN_PATH,Early Years mechanic: Try Again Path,Pre-K to Grade 3,/early-years/mechanics/try-again-path,HeyGen,TBD,,https://cdn.londonenglishacademy.example/videos/EY-TRY_AGAIN_PATH.mp4,https://cdn.londonenglishacademy.example/embed/EY-TRY_AGAIN_PATH,https://cdn.londonenglishacademy.example/captions/EY-TRY_AGAIN_PATH.vtt,https://cdn.londonenglishacademy.example/thumbnails/EY-TRY_AGAIN_PATH.jpg,https://cdn.londonenglishacademy.example/transcripts/EY-TRY_AGAIN_PATH.html,4,intro_video_progress>=0.80 OR teacher_skip=true; activity_mastery handled by item telemetry,script/caption template ready - final URL required after HeyGen export
